wsj0,wsj,"['Natalie Andrews', 'Louise Radnofsky', 'Kristina Peterson', 'Natalie.Andrews Wsj.Com', 'Google', 'Louise.Radnofsky Wsj.Com', 'Kristina.Peterson Wsj.Com']",,https://www.wsj.com/articles/trump-calls-meeting-with-nra-great-1519997303,"President Donald Trump, in a meeting with lawmakers Wednesday, endorsed a bid to expand background checks on gun sales and called for restrictions of sales of some firearms to people under 21. On Friday, the White House backed away from those proposals.

President Donald Trump, in a meeting with lawmakers Wednesday, endorsed a bid to expand background checks on gun sales and called for restrictions of sales of some firearms to people under 21. On Friday, the White House backed away from those proposals. Photo: kevin lamarque/Reuters

WASHINGTON—The White House signaled Friday that President Donald Trump is backing away from a broad overhaul of U.S. gun policy and focusing on more modest changes, after his Thursday night meeting with the National Rifle Association.

At a televised meeting earlier in the week with lawmakers, Mr. Trump had endorsed a Senate proposal to significantly expand background checks on gun sales and said he wanted to see sales of some firearms restricted to people who were 21 or older. He also suggested some guns be taken away from people without due process. All of these stances run counter to the positions of the NRA, the nation’s largest gun-rights organization.

Newsletter Sign-up

Since then, lawmakers have been looking for more guidance from Mr. Trump on his gun priorities, and whether he would continue to press lawmakers to embrace expanded gun laws. The new discussions about guns and school safety follow February’s shooting in Parkland, Fla., that killed 17 people.

White House press secretary Sarah Huckabee Sanders told reporters Friday morning Mr. Trump now considers a federal increase in the minimum age as likely unrealistic.

“Conceptually, he still supports raising the age to 21,” Ms. Sanders said. “But he also knows there’s not a lot of broad support for that. But that’s something he would support.”

She added: “I think he thinks it would probably have more potential in the states than it would at the federal level.”

Florida’s political leaders last week said they backed raising the minimum age for the purchase of all firearms to 21. Several major retailers have said in recent days they will stop selling guns to buyers under age 21. Separately, lawmakers in at least 24 states are pushing bills that would allow courts to temporarily take guns from people deemed dangerous.

At a meeting with lawmakers on Wednesday, President Trump urged Congress to take action on gun policy and school safety. Photo: Getty

On background checks, Ms. Sanders dialed back the president’s stance. He is seeking “not necessarily universal background checks, but certainly improving the background-check system. He wants to see what that legislation, the final piece of it looks like,” she said. “He certainly wants to focus and improve on the background-check system. In terms of what legislation, as of right now he supports the Cornyn legislation.”

A bill sponsored by Texas Republican Sen. John Cornyn, dubbed “Fix NICS,” encourages states and federal agencies to submit criminal-conviction records to the national background-check system.

Mr. Trump called Mr. Cornyn on Thursday night to reiterate his support for Fix NICS, a person familiar with the discussion said.

On Wednesday, Mr. Trump had urged Mr. Cornyn to combine it with the much broader proposal from Sen. Pat Toomey (R., Pa.) and Sen. Joe Manchin (D., W.Va.) that would expand background checks to all sales at gun shows and online, with some carve-outs, such as exempting gun sales or transfers between family members.

The Manchin-Toomey bill narrowly failed in the Senate in 2013. Currently, federal law requires background checks only for sales by federally licensed dealers, though some states have added their own requirements. If the bill were to pass the Senate, it is seen as having a very difficult time clearing the House, GOP aides said this week.

Mr. Trump’s shifts on the issue come after a meeting late Thursday with Chris Cox, executive director of the NRA Institute for Legislative Action. Mr. Cox tweeted Thursday night it was a “great meeting” with Mr. Trump and Vice President Mike Pence.

Chris Cox from the NRA met with Donald Trump Thursday and said the president and Vice President Mike Pence “support the Second Amendment, support strong due process and don’t want gun control.” Photo: Ali Rizvi/Zuma Press

“We all want safe schools, mental health reform and to keep guns away from dangerous people,” said Mr. Cox, adding that Messrs. Trump and Pence “support the Second Amendment, support strong due process and don’t want gun control.”

Mr. Trump followed with his own tweet, saying it was a “good (Great) meeting” with the NRA.

Mr. Trump on Wednesday also dashed conservative hopes that he would support a “reciprocity” rule, which would allow gun owners who legally carry concealed firearms in one state to carry them in the other 49 states, a goal of the NRA. More generally, he paid closer attention on Wednesday to Democratic suggestions to restrict guns than to Republican proposals to focus on school-violence prevention. It wasn’t immediately clear Friday if his position had shifted on that issue.

The president’s involvement is considered key in getting any gun legislation passed in Congress. Laws restricting gun usage would garner support from many Democrats, but would also need to win over more conservative Democrats in red states as well as some Republicans.

Senate Minority Leader Chuck Schumer (D., N.Y.) criticized the president for appearing to shift his position.

“President Trump should go with his instincts, not the clarion and destructive call of the NRA,” he said in a statement. “If he continues to bow to his right wing ringmasters, we will get nothing done on guns and his presidency will continue to fail.”

But Democrats said they had entered the gun meeting with expectations that Mr. Trump’s position could rapidly shift, as they believed it had after a similar televised meeting on immigration in January. He had expressed support for broad changes to immigration law to help undocumented immigrants, but then rejected a proposal a day later and blamed Democrats for the failure.

Write to Natalie Andrews at Natalie.Andrews@wsj.com, Louise Radnofsky at louise.radnofsky@wsj.com and Kristina Peterson at kristina.peterson@wsj.com"
wsj1,wsj,"['Sarah Krouse', 'Sarah.Krouse Wsj.Com']",,https://www.wsj.com/articles/blackrock-goes-public-with-questions-to-gun-industry-1520010196,"BlackRock is the largest shareholder in gun makers Sturm Ruger and American Outdoor Brands. Above, an attendee at a National Rifle Association meeting in 2015 handles a revolver;.

BlackRock is the largest shareholder in gun makers Sturm Ruger and American Outdoor Brands. Above, an attendee at a National Rifle Association meeting in 2015 handles a revolver;. Photo: Daniel Acker/Bloomberg News

BlackRock Inc. BLK -1.91% went public with the questions that it is asking gun makers and sellers in the wake of the school shooting in Parkland, Fla., an unusual step by the world’s largest money manager by assets.

The notice, posted to BlackRock’s website Friday, is the latest sign that some money managers are ramping up pressure on companies that make and sell weapons. The questions range from litigation risks and gun safety to background checks and staff training.

“We cannot dictate what a company should do,” BlackRock said, but warned it generally has the ability to vote against individual directors or in favor of shareholder proposals.

Blackstone Group LP last weekend asked outside fund managers to detail their ownership in companies that make or sell guns. State Street Global Advisors, another big money manager, has said it also plans to reach out to gun makers with questions.

A number of U.S. companies have reassessed their relationships with the gun industry and the National Rifle Association following last month’s shooting at Marjory Stoneman Douglas High School. Major retailers, including Kroger Co. , Walmart Inc. and Dick’s Sporting Goods Inc., said this past week that they would stop selling guns to anyone under 21 years old.

BlackRock is the largest shareholder in gun makers Sturm Ruger & Co. and American Outdoor Brands , AOBC -0.73% formerly known as Smith & Wesson, as well as a large shareholder in firms such as Walmart and Dick’s Sporting Goods. BlackRock said in the notice that it doesn’t own any gun makers in its actively managed stock funds, and in its index-tracking funds, those companies account for 0.01% of assets under management.

Related Video In the wake of the school shooting in Parkland, Fla., that left 17 people dead, student survivors have started a movement for greater gun control. Two students from Marjory Stoneman Douglas High School explain how social media, crowdfunding and political activism have helped spread their message. Photo: Getty Images

The New York money manager has met with clients, including pension funds and other institutional investors, to discuss ways they can exclude gun stocks from their portfolios if they wish to and what BlackRock is asking of executives at companies that make or distribute guns, according to people familiar with those efforts.

It held one such conference call for large customers as recently as Friday morning, with executives focused on corporate stewardship and client relationships.

BlackRock and other large money managers that control funds tied to market indexes say they prefer not to use their heft to make immediate demands such as putting an individual on the board or divesting business units, in contrast to more aggressive dictates from activist directors. Instead, they say they like to work behind the scenes and question their portfolio companies routinely about their policies and plans.

But it is rare for BlackRock to make those questions public.

Last year, BlackRock stopped short of detailing the types of questions it asked company boards and executives in a paper that broadly laid out how it engaged with its portfolio companies on climate-change risk.

In the notice Friday, BlackRock called gun violence “an issue of tremendous urgency.”

The questions the firm said were being posed to gun makers and distributors include broad inquiries such as how they measure the “financial, reputational and litigation risk” of those respective businesses and what actions they take to support gun safety and education.

But BlackRock is also posing specific queries of gun makers, such as if they monitor whether the distributors of their weapons “have a high volume of their guns identified as having been used in crimes,” if they are spending money on research to improve gun safety, and if they require retailers to train their staff or certify that they conduct background checks.

For gun distributors, BlackRock asked what steps they take to make sure gun laws are followed such as “prohibiting felons or domestic abuse offenders from purchasing firearms; sales to minors of certain products; training provided to employees so they comply with applicable laws and regulations.”

BlackRock previously said that it planned to meet with weapons-related companies but stopped short of publicly articulating what type of information it planned to seek from them. It and other managers of index-tracking funds typically keep the contents of their engagements with portfolio companies private.

“We are fundamentally looking to understand whether the company has the appropriate policies and controls in place and is sufficiently managing the risks associated with these issues,” the new BlackRock notice said.

Write to Sarah Krouse at sarah.krouse@wsj.com"
wsj2,wsj,"['Sarah Nassauer', 'Sarah.Nassauer Wsj.Com']",,https://www.wsj.com/articles/gun-makers-strategy-backfires-as-retailers-protest-some-of-its-brands-1520016445,"Vista Outdoor Inc., an ammunition and gun manufacturer, spent more than $1 billion in recent years to scoop up consumers brands like Camelbak water bottles and Giro bike helmets to diversify its business.

But that strategy has backfired after the Parkland, Fla., school shooting prompted some retailers to say this week that they will stop ordering the company’s outdoors and consumer products because Vista also manufactures AR-15-style semiautomatic rifles.

..."
wsj3,wsj,[],,http://www.wsj.com/video/how-student-survivors-are-fueling-a-gun-control-movement/D75B7C44-3434-4598-8920-83385ED92743.html,"2:57

Myanmar's Rohingya Refugees Face Protests in Bangladesh

Some Bangladeshis want the 700,000 people who fled Myanmar and are stranded in refugee camps in their country to leave. For now, the refugees have nowhere else to go. Video/Photo: Karan Deep Singh/The Wall Street Journal"
wsj4,wsj,"['Heather Haddon', 'Google', 'Heather.Haddon Wsj.Com']",,https://www.wsj.com/articles/kroger-to-stop-selling-guns-to-buyers-under-21-1519911901,"In the wake of the school shooting in Parkland, Fla., that left 17 people dead, student survivors have started a movement for greater gun control. Two students from Marjory Stoneman Douglas High School explain how social media, crowdfunding and political activism have helped spread their message. Photo: Getty Images

Kroger Co. said it would stop selling guns to buyers under 21 years old through its Fred Meyer locations, the third major retailer to tighten its policies while lawmakers continue to debate how to respond to the latest school shooting in America.

The U.S.’s largest supermarket chain said Thursday it would raise the minimum age to purchase arms and ammunition in all of its Fred Meyer stores in response to the Parkland, Fla., high-school tragedy. Kroger currently sells firearms at 43 Fred Meyer locations in Alaska, Idaho,..."
wsj5,wsj,"['Jason L. Riley', 'Jason.Riley Wsj.Com']",,https://www.wsj.com/articles/gun-control-misses-the-point-1519776419,"Making schools safer and keeping guns away from people who shouldn’t have them are not mutually exclusive goals, even if our national discussions following tragedies like the one at Marjory Stoneman Douglas High School in Parkland, Fla., have tended to focus on gun control.

Civilians in America possess somewhere north of 300 million firearms, almost twice as many per capita as 50 years ago, and gun sales have continued to increase in recent years. Some amount of gun mayhem is probably inevitable in our society, and schools..."
wsj6,wsj,"['Vanessa Fuhrmans', 'Rachel Feintzeig', 'Vanessa.Fuhrmans Wsj.Com', 'Google', 'Rachel.Feintzeig Wsj.Com']",,https://www.wsj.com/articles/ceos-choose-sides-on-gun-control-and-risk-alienating-the-other-side-1519840498,"In the wake of the school shooting in Parkland, Fla., that left 17 people dead, student survivors have started a movement for greater gun control. Two students from Marjory Stoneman Douglas High School explain how social media, crowdfunding and political activism have helped spread their message. Photo: Getty Images

It’s the newest question facing CEOs: Should they thrust their businesses into polarizing political debates?

In the two weeks since a gunman killed 17 people at a Parkland, Fla., high school, many companies have taken a stand on gun control, prompted partly by a movement with the online rallying cry #NRABoycott.

But when companies take sides..."
wsj7,wsj,"['Jon Kamp', 'Shibani Mahtani', 'Jon.Kamp Wsj.Com', 'Shibani.Mahtani Wsj.Com']",,https://www.wsj.com/articles/states-consider-laws-allowing-courts-to-take-guns-from-dangerous-people-1519986600,"Lawmakers in at least 24 states from Hawaii to Maryland are pushing bills that would allow courts to temporarily take guns from people deemed dangerous, a gun-control concept gaining ground as a politically feasible response to last month’s shooting in Florida.

The idea—known as red-flag laws—has gained momentum after the mass shooting at a Parkland, Fla., high school that left 17 people dead. A handful of states, such as California and Connecticut, already have such laws, but the concept is catching on, including in Florida,..."
wsj8,wsj,"['Louise Radnofsky', 'Kristina Peterson', 'Natalie Andrews', 'Google', 'Louise.Radnofsky Wsj.Com', 'Kristina.Peterson Wsj.Com', 'Natalie.Andrews Wsj.Com']",,https://www.wsj.com/articles/trump-urges-congress-to-take-action-on-guns-1519850989,"At a meeting with lawmakers on Wednesday, President Trump urged Congress to take action on gun policy and school safety. Photo: Getty

WASHINGTON—President Donald Trump backed a Senate proposal to expand background checks on gun sales Wednesday, as part of a call for a sweeping overhaul of U.S. gun policy in the wake of the Florida school shooting.

In a meeting with lawmakers at the White House, Mr. Trump also dashed conservative hopes that he would support a move now for gun owners who legally carry concealed firearms in one state to carry them in the other 49 states, a long-sought goal of the National Rifle Association. And he bucked Republican orthodoxy..."
wsj9,wsj,"['Jenny Strasburg', 'Miriam Gottfried', 'Vanessa Fuhrmans', 'Google', 'Jenny.Strasburg Wsj.Com', 'Miriam.Gottfried Wsj.Com', 'Vanessa.Fuhrmans Wsj.Com']",,https://www.wsj.com/articles/firms-reassess-involvement-in-gun-industry-in-wake-of-florida-shooting-1519606834,"Investing giant Blackstone Group LP asked outside fund managers over the weekend to detail their ownership in companies that make or sell guns, according to people familiar with the matter.

The urgent request—Blackstone gave the managers about a day to answer—reflects the snowballing pressure on companies to cut ties with the firearms industry in the wake of this month’s school shooting in Parkland, Fla.

American..."
