nyt0,nyt,"['Natalie Andrews', 'Louise Radnofsky', 'Kristina Peterson', 'Natalie.Andrews Wsj.Com', 'Google', 'Louise.Radnofsky Wsj.Com', 'Kristina.Peterson Wsj.Com']",,https://www.wsj.com/articles/trump-calls-meeting-with-nra-great-1519997303,"At a meeting with lawmakers on Wednesday, President Trump urged Congress to take action on gun policy and school safety. Photo: Getty

WASHINGTON—The White House signaled Friday that President Donald Trump is backing away from a broad overhaul of U.S. gun policy and focusing on more modest changes, after his Thursday night meeting with the National Rifle Association.

At a televised meeting earlier in the week with lawmakers, Mr. Trump had endorsed a Senate proposal to significantly expand background checks on gun sales and said he wanted to see sales of some firearms restricted to people who were 21 or older. He also suggested some guns be taken away from..."
nyt1,nyt,"['Sarah Krouse', 'Sarah.Krouse Wsj.Com']",,https://www.wsj.com/articles/blackrock-goes-public-with-questions-to-gun-industry-1520010196,"BlackRock is the largest shareholder in gun makers Sturm Ruger and American Outdoor Brands. Above, an attendee at a National Rifle Association meeting in 2015 handles a revolver;.

BlackRock is the largest shareholder in gun makers Sturm Ruger and American Outdoor Brands. Above, an attendee at a National Rifle Association meeting in 2015 handles a revolver;. Photo: Daniel Acker/Bloomberg News

BlackRock Inc. BLK -1.75% went public with the questions that it is asking gun makers and sellers in the wake of the school shooting in Parkland, Fla., an unusual step by the world’s largest money manager by assets.

The notice, posted to BlackRock’s website Friday, is the latest sign that some money managers are ramping up pressure on companies that make and sell weapons. The questions range from litigation risks and gun safety to background checks and staff training.

“We cannot dictate what a company should do,” BlackRock said, but warned it generally has the ability to vote against individual directors or in favor of shareholder proposals.

Blackstone Group LP last weekend asked outside fund managers to detail their ownership in companies that make or sell guns. State Street Global Advisors, another big money manager, has said it also plans to reach out to gun makers with questions.

A number of U.S. companies have reassessed their relationships with the gun industry and the National Rifle Association following last month’s shooting at Marjory Stoneman Douglas High School. Major retailers, including Kroger Co. , Walmart Inc. and Dick’s Sporting Goods Inc., said this past week that they would stop selling guns to anyone under 21 years old.

BlackRock is the largest shareholder in gun makers Sturm Ruger & Co. and American Outdoor Brands , AOBC -0.81% formerly known as Smith & Wesson, as well as a large shareholder in firms such as Walmart and Dick’s Sporting Goods. BlackRock said in the notice that it doesn’t own any gun makers in its actively managed stock funds, and in its index-tracking funds, those companies account for 0.01% of assets under management.

Related Video In the wake of the school shooting in Parkland, Fla., that left 17 people dead, student survivors have started a movement for greater gun control. Two students from Marjory Stoneman Douglas High School explain how social media, crowdfunding and political activism have helped spread their message. Photo: Getty Images

The New York money manager has met with clients, including pension funds and other institutional investors, to discuss ways they can exclude gun stocks from their portfolios if they wish to and what BlackRock is asking of executives at companies that make or distribute guns, according to people familiar with those efforts.

It held one such conference call for large customers as recently as Friday morning, with executives focused on corporate stewardship and client relationships.

BlackRock and other large money managers that control funds tied to market indexes say they prefer not to use their heft to make immediate demands such as putting an individual on the board or divesting business units, in contrast to more aggressive dictates from activist directors. Instead, they say they like to work behind the scenes and question their portfolio companies routinely about their policies and plans.

But it is rare for BlackRock to make those questions public.

Last year, BlackRock stopped short of detailing the types of questions it asked company boards and executives in a paper that broadly laid out how it engaged with its portfolio companies on climate-change risk.

In the notice Friday, BlackRock called gun violence “an issue of tremendous urgency.”

The questions the firm said were being posed to gun makers and distributors include broad inquiries such as how they measure the “financial, reputational and litigation risk” of those respective businesses and what actions they take to support gun safety and education.

But BlackRock is also posing specific queries of gun makers, such as if they monitor whether the distributors of their weapons “have a high volume of their guns identified as having been used in crimes,” if they are spending money on research to improve gun safety, and if they require retailers to train their staff or certify that they conduct background checks.

For gun distributors, BlackRock asked what steps they take to make sure gun laws are followed such as “prohibiting felons or domestic abuse offenders from purchasing firearms; sales to minors of certain products; training provided to employees so they comply with applicable laws and regulations.”

BlackRock previously said that it planned to meet with weapons-related companies but stopped short of publicly articulating what type of information it planned to seek from them. It and other managers of index-tracking funds typically keep the contents of their engagements with portfolio companies private.

“We are fundamentally looking to understand whether the company has the appropriate policies and controls in place and is sufficiently managing the risks associated with these issues,” the new BlackRock notice said.

Write to Sarah Krouse at sarah.krouse@wsj.com"
nyt2,nyt,"['Sarah Nassauer', 'Sarah.Nassauer Wsj.Com']",,https://www.wsj.com/articles/gun-makers-strategy-backfires-as-retailers-protest-some-of-its-brands-1520016445,"Vista Outdoor Inc., an ammunition and gun manufacturer, spent more than $1 billion in recent years to scoop up consumers brands like Camelbak water bottles and Giro bike helmets to diversify its business.

But that strategy has backfired after the Parkland, Fla., school shooting prompted some retailers to say this week that they will stop ordering the company’s outdoors and consumer products because Vista also manufactures AR-15-style semiautomatic rifles.

..."
nyt3,nyt,[],,http://www.wsj.com/video/how-student-survivors-are-fueling-a-gun-control-movement/D75B7C44-3434-4598-8920-83385ED92743.html,"2:57

Myanmar's Rohingya Refugees Face Protests in Bangladesh

Some Bangladeshis want the 700,000 people who fled Myanmar and are stranded in refugee camps in their country to leave. For now, the refugees have nowhere else to go. Video/Photo: Karan Deep Singh/The Wall Street Journal"
nyt4,nyt,"['Heather Haddon', 'Google', 'Heather.Haddon Wsj.Com']",,https://www.wsj.com/articles/kroger-to-stop-selling-guns-to-buyers-under-21-1519911901,"In the wake of the school shooting in Parkland, Fla., that left 17 people dead, student survivors have started a movement for greater gun control. Two students from Marjory Stoneman Douglas High School explain how social media, crowdfunding and political activism have helped spread their message. Photo: Getty Images

Kroger Co. said it would stop selling guns to buyers under 21 years old through its Fred Meyer locations, the third major retailer to tighten its policies while lawmakers continue to debate how to respond to the latest school shooting in America.

The U.S.’s largest supermarket chain said Thursday it would raise the minimum age to purchase arms and ammunition in all of its Fred Meyer stores in response to the Parkland, Fla., high-school tragedy. Kroger currently sells firearms at 43 Fred Meyer locations in Alaska, Idaho,..."
nyt5,nyt,"['Jason L. Riley', 'Jason.Riley Wsj.Com']",,https://www.wsj.com/articles/gun-control-misses-the-point-1519776419,"Making schools safer and keeping guns away from people who shouldn’t have them are not mutually exclusive goals, even if our national discussions following tragedies like the one at Marjory Stoneman Douglas High School in Parkland, Fla., have tended to focus on gun control.

Civilians in America possess somewhere north of 300 million firearms, almost twice as many per capita as 50 years ago, and gun sales have continued to increase in recent years. Some amount of gun mayhem is probably inevitable in our society, and schools..."
nyt6,nyt,"['Vanessa Fuhrmans', 'Rachel Feintzeig', 'Vanessa.Fuhrmans Wsj.Com', 'Google', 'Rachel.Feintzeig Wsj.Com']",,https://www.wsj.com/articles/ceos-choose-sides-on-gun-control-and-risk-alienating-the-other-side-1519840498,"When choosing a side in an emotional issue like gun restrictions, companies may find they alienate consumers on the other side.

When choosing a side in an emotional issue like gun restrictions, companies may find they alienate consumers on the other side. Photo: Victor J. Blue/Bloomberg News

It’s the newest question facing CEOs: Should they thrust their businesses into polarizing political debates?

In the two weeks since a gunman killed 17 people at a Parkland, Fla., high school, many companies have taken a stand on gun control, prompted partly by a movement with the online rallying cry #NRABoycott.

But when companies take sides in a charged issue, they often have to grapple with a new set of risks to their reputation and business, not least the risk of offending a sizable portion of consumers on the other side.

On Wednesday, Walmart Inc. and Dick’s Sporting Goods Inc. DKS -1.78% —two of the biggest gun sellers in the U.S.—joined the growing list of companies taking action after the Florida massacre. Both companies said they would raise its minimum age for gun buyers at their stores to 21. Dick’s also said it would stop selling all assault-style weapons at its 35 Field and Stream stores and would no longer sell high-capacity magazines of ammunition.

“We take seriously our obligation to be a responsible seller of firearms,” Walmart said in a statement. The retailer, which sells rifles, shotguns and ammunition in thousands of its stores, had stopped sales of assault-style rifles in 2015.

“Gun violence is an epidemic that’s taking the lives of too many people, including the brightest hope for the future of America—our kids,” Dick’s Chief Executive Edward Stack said in a letter posted on Facebook and the company’s website. Many consumers took to Twitter and Facebook to either condemn or praise the move.

Rival Academy Sports + Outdoors, in Katy, Texas, though, defended its gun sales. It said it is committed to the legal and safe transfer of firearms and favors strengthening the nation’s background-check system.

Business leaders are increasingly under pressure, largely from younger generations of socially conscious and digital-media savvy consumers and employees, to take a stand on everything from immigration to gay rights to climate change.

Nearly half of millennials, a generation largely born in the 1980s and 1990s, believe CEOs have a responsibility to speak up about issues important to society, according to a 2017 survey by Weber Shandwick. In contrast, only 28% of Generation Xers, now in their 40s and early 50s, and baby boomers agreed.

Michael Dowling, CEO of Northwell Health, the biggest hospital chain in New York state with 66,000 employees, said he feels more responsibility now to speak up on social issues than when he took the helm in 2002.

“We are, at the end of the day, community leaders,” Mr. Dowling said. “We are people that other people look up to.”

In some cases, companies’ responses have unleashed an online backlash as heated as the initial social-media firestorm—a reminder to companies that in placating one consumer group, it’s easy to alienate another.

A recent survey found companies that have ended discounts for National Rifle Association members in recent days lost more than they gained in reputation. For example, while MetLife Inc.’s 45% favorable rating didn’t change after respondents learned it ended its NRA discount, the proportion of respondents with an unfavorable view of MetLife doubled to 24%. The poll of 2,201 Americans was conducted by market-research firm Morning Consult. A spokesman for MetLife declined to comment.

Atlanta-based Delta Air Lines Inc. incurred the wrath of Georgia’s lieutenant governor, Casey Cagle, after dropping its discount on flights to the NRA’s annual convention. He also threatened to kill a pending bill that would provide a jet fuel tax break at Atlanta’s airport, Delta’s main hub. Mr. Cagle called on Delta to fully restore its relationship with the NRA, which claims nearly five million members.

In the wake of the school shooting in Parkland, Fla., that left 17 people dead, student survivors have started a movement for greater gun control. Two students from Marjory Stoneman Douglas High School explain how social media, crowdfunding and political activism have helped spread their message. Photo: Getty Images

“Corporations cannot attack conservatives and expect us not to fight back,” he tweeted.

Delta didn’t respond to requests to comment. When the airline ended the discounts, it said it supported the Second Amendment right to bear arms but cut the program to reflect its “neutral status” in the national gun debate.

The NRA lashed out at companies that canceled loyalty programs for its members, calling the moves “a shameful display of political and civic cowardice.” “These companies seem to have forgotten that using their businesses as political platforms…isn’t a particularly bright business strategy,” said Brad Lena, an NRA member and retired marketing consultant in Pittsburgh. “If companies are going to start punishing certain segments of their consumers, then consumers are going to realize they can also punish those companies.”

Georgia Lt. Gov. Casey Cagle, shown adjourning the state Senate on Jan. 18, called on Delta to fully restore its relationship with the NRA. Photo: Bob Andres/Atlanta Journal-Constitution/Associated Press

Wary of such vitriol, some companies tried to walk a fine line. Walking a fine line, FedEx Corp. said Monday it supports restricting assault rifles and large-capacity ammunition magazines to military use only, but would continue to offer discount shipping for NRA members.

“FedEx has never set or changed rates for any of our millions of customers around the world in response to their politics, beliefs or positions on issues,” the company said.

That didn’t sit well with DJ Hanson, co-owner of BlueprintNYC LLC, an event-planning company with offices in New York and San Mateo, Calif. BlueprintNYC suspended preliminary talks to have FedEx as a client, he said.

“We feel strongly about working with companies that share our values and beliefs,” Mr. Hanson said, citing the shipper’s decision to continue discounts to NRA members.

A FedEx spokesman didn’t respond to requests to comment.

Companies often beat legislators in pushing social change. The corporate world began offering same-sex couples health-care benefits long before politicians on either side of the ideological spectrum began endorsing same-sex marriage en masse.

Bill Penzey, the CEO of Wauwatosa, Wis.-based spice seller Penzeys Ltd., has written long online posts about the president, the NRA and Russia. He found taking on President Trump has, at times, jump-started orders. A July post on the company’s Facebook page promoting Mexican vanilla extract and accusing the president of racism resulted in the 32-year-old company’s best day of sales ever.

Penzeys has lost some longtime customers but gained new ones. Society no longer seems to find it strange that he’s selling politics alongside peppercorns, Mr. Penzey said. “I think we’re even getting to the point where those things are inseparable—business and social issues are inseparable.”

—Cameron McWhirter contributed to this article.

Write to Vanessa Fuhrmans at vanessa.fuhrmans@wsj.com and Rachel Feintzeig at rachel.feintzeig@wsj.com"
nyt7,nyt,"['Jon Kamp', 'Shibani Mahtani', 'Jon.Kamp Wsj.Com', 'Shibani.Mahtani Wsj.Com']",,https://www.wsj.com/articles/states-consider-laws-allowing-courts-to-take-guns-from-dangerous-people-1519986600,"Lawmakers in at least 24 states from Hawaii to Maryland are pushing bills that would allow courts to temporarily take guns from people deemed dangerous, a gun-control concept gaining ground as a politically feasible response to last month’s shooting in Florida.

The idea—known as red-flag laws—has gained momentum after the mass shooting at a Parkland, Fla., high school that left 17 people dead. A handful of states, such as California and Connecticut, already have such laws, but the concept is catching on, including in Florida,..."
nyt8,nyt,"['Louise Radnofsky', 'Kristina Peterson', 'Natalie Andrews', 'Google', 'Louise.Radnofsky Wsj.Com', 'Kristina.Peterson Wsj.Com', 'Natalie.Andrews Wsj.Com']",,https://www.wsj.com/articles/trump-urges-congress-to-take-action-on-guns-1519850989,"At a meeting with lawmakers on Wednesday, President Trump urged Congress to take action on gun policy and school safety. Photo: Getty

WASHINGTON—President Donald Trump backed a Senate proposal to expand background checks on gun sales Wednesday, as part of a call for a sweeping overhaul of U.S. gun policy in the wake of the Florida school shooting.

In a meeting with lawmakers at the White House, Mr. Trump also dashed conservative hopes that he would support a move now for gun owners who legally carry concealed firearms in one state to carry them in the other 49 states, a long-sought goal of the National Rifle Association. And he bucked Republican orthodoxy..."
nyt9,nyt,"['Jenny Strasburg', 'Miriam Gottfried', 'Vanessa Fuhrmans', 'Google', 'Jenny.Strasburg Wsj.Com', 'Miriam.Gottfried Wsj.Com', 'Vanessa.Fuhrmans Wsj.Com']",,https://www.wsj.com/articles/firms-reassess-involvement-in-gun-industry-in-wake-of-florida-shooting-1519606834,"Investing giant Blackstone Group LP asked outside fund managers over the weekend to detail their ownership in companies that make or sell guns, according to people familiar with the matter.

The urgent request—Blackstone gave the managers about a day to answer—reflects the snowballing pressure on companies to cut ties with the firearms industry in the wake of this month’s school shooting in Parkland, Fla.

American..."
