msnbc0,[],,https://www.msnbc.com/ali-velshi/watch/gun-control-how-australia-made-an-effective-change-1175377987624,"Ali Velshi

Gun Control: How Australia made an effective change copied!

Former Australian Prime Minister Kevin Rudd talks to Ali Velshi about Australia taking action on gun control in 1996 following the country’s worst mass shooting – and why it worked.Mar.02.2018

Read More"
msnbc1,[],,https://www.msnbc.com/morning-joe/watch/will-president-trump-follow-through-on-his-gun-proposals-1174036547662,"Morning Joe

Will Trump follow through on his gun proposals? copied!

During an hour-long discussion on school safety at the White House on Wednesday, Donald Trump said his WH was drafting an executive order that would ban rapid-fire bump stocks and appeared to embrace gun-control measures long opposed by the GOP. The panel discusses.Mar.01.2018

Read More"
msnbc2,[],,https://www.msnbc.com/stephanie-ruhle/watch/tracking-gun-violence-in-america-8-942-shootings-this-year-1175095875832,"Stephanie Ruhle

Tracking gun violence in America: 8,942 shootings this year copied!

Tracking gun violence in America: According to The Trace there have been 8,942 shootings this year.Mar.02.2018

Read More"
msnbc3,[],,https://www.msnbc.com/politicsnation/watch/gun-debate-continues-1176406595876,"PoliticsNation

Gun Debate Continues… copied!

Rev. Al Sharpton is joined by Atima Omara and Carrie Sheffield to discuss the wishy-washy response Trump has given on gun control in the wake of the Parkland shooting.Mar.04.2018

Read More"
msnbc4,[],,https://www.msnbc.com/velshi-ruhle/watch/for-facts-sake-gun-laws-work-1175351875768,"Velshi & Ruhle

For Facts Sake: Gun Laws Work copied!

Pro-gun politicians, especially those in the pocket of the NRA, like to say that laws restricting gun sales just don't work. For Facts Sake, they’re wrong. MSNBC’s Ali Velshi reports.Mar.02.2018

Read More"
msnbc5,[],,https://www.msnbc.com/am-joy/watch/parkland-shooting-will-florida-lawmakers-pass-better-gun-control-1176126531561,"AM Joy

Florida legislature refuses to take up bill banning assault weapons copied!

The Parkland shooting is forcing lawmakers to address the surging demand for better gun control legislation, yet many elected officials are only offering weak reforms. Joy Reid and her panel of pro-reform politicians from Florida discuss.Mar.03.2018

Read More"
msnbc6,[],,https://www.msnbc.com/mtp-daily/watch/risky-business-companies-take-on-the-gun-debate-social-issues-1175452739546,"MTP Daily

Risky Business: Companies take on the gun debate, social issues copied!

CNBC's Jim Cramer explains how the millennial generation workforce is motivating companies to make politically divisive stances on social issues.Mar.02.2018

Read More"
msnbc7,[],,http://www.msnbc.com/rachel-maddow-show/house-republican-connects-gun-control-nazi-holocaust,"Rep. Don Young (R-Alaska) has an unfortunate track record of making cringe-worthy comments. The most striking example that comes to mind was a story from four years ago when the Republican congressman spoke at an Alaskan high school, less than a week after a student had committed suicide.

Young proceeded to use “salty language,” told a story “that involved flying to Paris to get drunk,” compared marriage equality to “bull sex,” and said the boy who committed suicide must have lacked support from his friends and family. Asked to explain himself after the appearance, the GOP lawmaker added that welfare may have also led to the student’s death.

But as offensive as that was, Young may have topped himself.

Jewish people would have been able to fend off the Nazis if not for gun-control laws imposed by the Third Reich, Rep. Don Young, a Republican from Alaska, argued last week. “How many millions were shot and killed because they were unarmed?” Young asked at an event in Juneau, Alaska, before answering his own question. “Fifty million in Russia because their citizens were unarmed. How many Jews were put into the ovens because they were unarmed?”

If this seems at all familiar, it’s probably because Young isn’t the first Republican to suggest gun control contributed to the Nazi Holocaust. During his presidential campaign in 2015, Ben Carson argued, “]T]he likelihood of Hitler being able to accomplish his goals would have been greatly diminished if the people had been armed.”

Jonathan Greenblatt, the national director of the Anti-Defamation League, explained at the time that Carson “has a right to his views on gun control, but the notion that Hitler’s gun-control policy contributed to the Holocaust is historically inaccurate.” Greenblatt added that “gun control did not cause the Holocaust.”

This isn’t especially complicated: the Nazis had a vast war machine. To believe Jews in Europe could’ve prevented the Holocaust with pistols and hunting rifles is madness.

Indeed, this whole idea that an armed populace is a free populace is belied by reality. Plenty of modern democracies, for example, have created all kinds of restrictions on consumer access to firearms, and none of them have slipped into dictatorial dystopias.

Iraq under Saddam Hussein’s rule, on the other hand, had one of the highest rates of gun ownership in the world – but it didn’t stop Iraqis from living under tyranny.

I understand that many Republicans oppose new gun reforms, but perhaps they can leave the Holocaust out of their talking points?

Postscript: In response to the controversy over his remarks, Don Young’s office issued a written statement that said, “He was not implying that an armed Jewish population would have been able to prevent the horrors of the Holocaust.” One sentence later, that same statement added, “A defenseless people are left up to the mercy of its leaders.”"
msnbc8,[],,http://www.msnbc.com/rachel-maddow-show/republicans-plan-keep-restrictions-gun-research-place,"The day after the mass shooting in Parkland, Fla., House Speaker Paul Ryan (R-Wis.), a longtime opponent of new gun measures, said Congress needs to “take a breath and collect the facts.” The Republican leader added, “We don’t just knee-jerk before we even have all the facts and the data.”

At face value, that seemed like an entirely sensible approach. After all, who could be against collecting facts and data before engaging in policymaking?

The trouble, of course, is that there’s already a federal restriction in place to prevent officials from collecting facts and data – and Politico reports today that congressional Republicans intend to leave it in place, despite recent developments.

Republicans are intent on preserving the so-called Dickey amendment, which prohibits the CDC from advocating on gun control, POLITICO’s Jennifer Haberkorn reports. […] Opponents say the Dickey amendment has had a chilling effect on CDC research into gun deaths. But Republicans say they don’t want to add additional controversy to the upcoming spending bills by eliminating it.

I don’t imagine most Americans have heard of the Dickey amendment, but it’s an important policy. As Vox explained this week, “Congress has made it effectively impossible for federally funded researchers to study gun violence. The Centers for Disease Control and Prevention and the National Institutes of Health are the gold standards for public health research in the United States. But they are effectively barred from studying a problem that kills more than 35,000 people in a year.”

Let’s back up and review the context to all of this. The Washington Post reported last fall:

[O]ne reason the positions are so intractable is that no one really knows what works to prevent gun deaths. Gun-control research in the United States essentially came to a standstill in 1996. After 21 years, the science is stale. “In the area of what works to prevent shootings, we know almost nothing,” Mark Rosenberg, who, in the mid-1990s, led the CDC’s gun-violence research efforts, said shortly after the San Bernardino shooting in 2015. In 1996, the Republican-majority Congress threatened to strip funding from the Centers for Disease Control and Prevention unless it stopped funding research into firearm injuries and deaths. The National Rifle Association accused the CDC of promoting gun control. As a result, the CDC stopped funding gun-control research – which had a chilling effect far beyond the agency, drying up money for almost all public health studies of the issue nationwide.

As regular readers may recall, it’s common knowledge that the NRA and its allies have fought to kill any kind of restrictions on firearm ownership. What’s less recognized is the fact that the gun lobby also helped block basic data collection, to the point that there’s “no current scientific consensus about guns and violence,” in large part because the NRA “has been able to neutralize empirical cases for control.”

Nearly 20 years after this policy took effect, the principal author of that policy, Arkansas Republican Jay Dickey, conceded that he has “regrets” over the policy that came to be known as the Dickey Amendment.

But the policy remains in place anyway.

There’s been some chatter lately about possible limits of the Dickey policy. Alex Azar, Donald Trump’s new Secretary of Health and Human Services, suggested his agency may be able to do some research on guns and public health, current restrictions notwithstanding.

Those comments have led GOP lawmakers to believe they can turn their attention elsewhere and leave the Dickey amendment in place, presumably indefinitely. What’s unclear, however, is how far HHS can go and whether new legislation is necessary.

Watch this space.

Postscript: It’s worth emphasizing that there is some private research on guns and public health, including a new report from the Rand Corp. which was just released. The Washington Post’s Greg Sargent had a good piece this morning on the latest findings."
msnbc9,[],,https://www.msnbc.com/morning-joe/watch/rep-stephanie-murphy-urges-federal-funding-for-gun-violence-research-1174048835614,"Morning Joe

Congresswoman urges federal funding for gun research copied!

Rep. Stephanie Murphy, D-Fla., represents an area that includes the now-shuttered Pulse Nightclub. Murphy attended President Trump's Wednesday meeting on gun policy, and she says she was heartened by some of Trump's comments.Mar.01.2018

Read More"
