huffpo0,huffpo,"['Mary Papenfuss', 'Trends Reporter']",2018-03-02 06:24:48-05:00,https://www.huffingtonpost.com/entry/gun-rally-national-mall-national-park-service_us_5a98e879e4b089ec3538c7eb,"The National Park Service has refused a permit for the March for Our Lives anti-gun rally at the National Mall in Washington so that part of the space can be used instead for a student talent show.

Organizers of the March 24 protest are now seeking a permit to use Pennsylvania Avenue on a route that would take them from the Capitol to Trump International Hotel, NBC-4 reported.

The massive anti-gun rally, spearheaded by survivors of the Feb. 14 Marjory Stoneman Douglas High School shooting in Parkland, Florida, that killed 17 people, is expected to draw 500,000 marchers. It was planned for an 11-block stretch of the mall, with sound systems, 14 Jumbotrons, 2,000 chairs, 2,000 portable johns and 14 tents, according to the permit application the group filed Feb. 20. Students and other speakers, musicians and video tributes are planned for the event.

“March for Our Lives is created by students across the country who will no longer risk their lives waiting for someone else to take action to stop the epidemic of mass school shootings that has become all too familiar,” organizers wrote in the application.

But another application, written by hand, was filed earlier for the space for the same day. That group sought permission for a “student project” related to “filming for a talent show,” according to the paperwork. The name of the school was redacted by the Park Service. The event will require jump ropes, two bikes and two tables. The project “takes a day to finish. Games will be the main activity for filming,” according to the application.

National Park Service spokesman Mike Litterst said permits are granted on a first-come, first-served system, regardless of what the space is used for.

“By regulation, when there is a conflict of time and location for events, precedence is established by the order in which the permit application was received,” Litterst told National Public Radio.

Litterst said the Park Service typically works with organizers of displaced events to find an alternative space. He suggested West Potomac Park and Pennsylvania Avenue.

The stretch of Pennsylvania Avenue now being eyed by the marchers —3rd Street NW to 12th Street NW — is within the District of Columbia’s jurisdiction, not a federal agency’s.

Anti-gun marches are planned for the same day at other locations across the country, as well as in other countries.

A message on the March for Our LivesFacebook page reads: “On March 24 we will take to the streets of Washington, DC and our communities across the country. We will be the last group of students who have to stand up for fallen children due to senseless gun violence. March with us.”

“My message for the people in office is: you’re either with us or against us. We are losing our lives while the adults are playing around,” says Cameron Kasky, a junior at Marjory Stoneman Douglas HS who survived the shooting https://t.co/23UcS7BvpW https://t.co/ERSSNzMPbu — CNN (@CNN) February 18, 2018

George and Amal Clooney, Oprah Winfrey, Ellen DeGeneres and Steven Spielberg have donated hundreds of thousands of dollars to the march. Several celebrities plan to attend."
huffpo1,huffpo,"['Stateline Provides Daily Reporting', 'Analysis On Trends In State Policy.']",2018-03-02 16:56:40-05:00,https://www.huffingtonpost.com/entry/hundreds-of-new-state-gun-laws-most-expand-access_us_5a995f07e4b06a04fecca7e6,"Hundreds of new state gun laws have passed in the five years since the Newtown massacre, and most expand access.

Gerald Herbert/The Associated Press After 17 people were killed at a high school in Parkland, Florida, gun control advocates say they have momentum to enact new state laws. But in the years since the massacre in Newtown, Connecticut, more state laws have actually expanded access to guns.

By Matt Vasilogambros

In the two weeks since the Florida school massacre, state lawmakers around the country have introduced bills to ban bump stocks, ban assault weapons, and expand background checks — and also to arm teachers, lighten penalties for carrying without a permit, and waive handgun permit fees.

If history foretells, the gun-rights bills will have a better chance at success. In the years since Sandy Hook, when 26 were slain in 2012, states have enacted nearly 600 new gun laws, according to data compiled separately by the National Rifle Association and the Giffords Law Center to Reduce Gun Violence.

Nearly two-thirds of those were backed by the NRA.

It is “indisputably true” that there have been far more new laws that loosen gun restrictions than tighten them, said Michael Hammond, the legislative counsel at Gun Owners of America, a Virginia-based “no compromise” gun lobbying organization. The way a state reacts to mass shootings depends on who controls its legislature, he said. And in the case of the states that expanded access to firearms, most were controlled by Republicans.

“If you are in favor of the Second Amendment, grow up with guns, are comfortable with guns, don’t want to see kids turned into sitting ducks, you’re more likely to say the solution is more guns,” Hammond said.

By the NRA’s count, governors since 2013 have enacted 382 “pro-gun” bills — many widely expanding access to firearms.

Governors in Arkansas, Georgia, Idaho, Kansas and Texas, signed bills that would allow people with concealed carry licenses to bring guns onto college campuses, joining seven other states with similar laws.

New laws in at least five states — Maine, Mississippi, Missouri, North Dakota and West Virginia — allow gun owners to carry loaded firearms without a permit or training. So-called permitless carry laws now are in effect in more than 10 states.

After the latest massacre in Florida, Indiana lawmakers are close to making their state the next that allows people to carry guns on church grounds, even if there is a school on church property. Jack Sandlin, the Republican state senator who wrote the bill, said it’s “common sense” to want to pass this kind of legislation after mass shootings.

“People want to know how to protect themselves and protect their families,” Sandlin said. Before being elected to public office, he spent 35 years in law enforcement.

Successes in Gun Control

Also in the past five years, 210 “gun safety laws” were enacted in 45 states, according to the Giffords Law Center, a nonprofit named after former U.S. Rep. Gabrielle Giffords, an Arizona Democrat who survived an assassination attempt in 2011.

That’s far fewer than the number backed by the NRA, but advocates for restricting access to firearms don’t see things that way. Comparing the number of laws that expanded gun access to the number of laws that tightened restrictions on guns is “a false paradigm,” said Dan Gross, the former president of the Brady Campaign to Prevent Gun Violence.

“Sure, if you count every one of those little BS things that the corporate gun lobby has put out that you can say has weakened gun laws, it’d probably be a losing tally for us,” Gross said. “But when you look at it through the lens of what states have done to make them meaningfully safer, you can make a strong case that momentum has shifted.”

Since Sandy Hook, states such as Colorado, Delaware, New York, Oregon and Washington have expanded background checks for gun purchases.

During that same period, Alabama, Louisiana, Nevada, Tennessee, Utah and several other states enacted laws that prevent people convicted of domestic violence from possessing a gun. Nearly 30 states now have similar laws, and Oregon passed a similar bill last month.

Unlike NRA-backed legislation that is passed mostly in red states, these measures are being passed in both blue and red states, said Allison Anderman, the managing attorney at the Giffords center.

“The NRA is not getting permitless-carry and campus-carry laws enacted in true blue states like California, New Jersey, Connecticut or New York,” she said. “Whereas we’re getting laws that we think are extremely impactful in states like Alabama and Louisiana. How many people would have been shot and killed if we hadn’t passed those bills?”

What States Will Do Now

Two-thirds of Americans now support stricter gun control laws, polls have found. Further, nearly 90 percent of Americans support background checks for gun purchases.

Gun control activists say there is clearly a momentum right now. Rhode Island Gov. Gina Raimondo, a Democrat, signed a “red flag” executive order this week that keeps guns away from people “who pose a danger to themselves and others.” Similar measures are being considered in Illinois, Maryland and New Jersey.

The governors of Connecticut, Delaware, Massachusetts, New York, New Jersey, Puerto Rico and Rhode Island have joined forces to create a “States for Gun Safety” coalition to expand gun control efforts.

Florida Republican Gov. Rick Scott proposed raising the age to buy assault rifles — a move that was also called for this week by President Donald Trump.

But even with this action, many states are far from enacting new gun restrictions. Already, some states are struggling to pass bills that would ban bump stocks, the devices that allow assault weapons to fire continuously. The Las Vegas gunman used a bump stock to quickly shoot more than 500 people.

States such as Idaho, Kentucky and South Dakota are now considering measures to further loosen gun laws in the wake of the Florida shooting.

In Arizona, a state with some of the least restrictive gun laws in the country, lawmakers are unlikely to pass new restrictive bills, said state Rep. Daniel Hernandez Jr., a Democrat. He interned for Giffords in 2011, and he was there when she and 18 others were shot in the parking lot of a supermarket in Tucson. He came to her aid and is credited with helping save her life.

Hernandez said it’s hard to pass restrictive gun bills in Arizona because of strong opposition from special interest groups, such as the Arizona Citizens Defense League, but also because guns are a part of the state’s history and culture."
huffpo2,huffpo,"['Sara Boboltz', 'Reporter']",2018-03-03 17:49:34-05:00,https://www.huffingtonpost.com/entry/connecticut-high-school-student-national-school-walkout_us_5a987630e4b0479c0250a7af,"At home in Ridgefield, Connecticut, the news that a gunman had killed 17 people — mostly teenagers ― at a Parkland, Florida, high school didn’t come as a shock to 15-year-old Lane Murdock.

“When I found out, I was horrified, but kind of in the way of ‘Oh, another one?’” she told HuffPost.

That feeling didn’t sit right with her. Murdock hadn’t been very politically active, but her own reaction to the images coming out of Florida compelled her to dive headfirst into one of America’s most divisive issues: gun violence.

“It’s ingrained in American culture and that’s not OK ― the fact that I didn’t feel an overwhelming amount of emotion because it’s so normal,” she said. “I had such a numb reaction, I knew it was time for change. I know that the whole nation is numb to things like this, and that’s why change isn’t happening.”

So Murdock set out to organize a massive student walkout.

More than a thousand miles away, Marjory Stoneman Douglas High students were diving in, too. Suddenly confronted with news cameras, the teens spoke about the horror that had engulfed their school, appearing on national television visibly angry and sometimes in tears. They crafted a social media campaign, Never Again, and proposed a march on Washington, D.C., called the March for Our Lives. It’s scheduled for Saturday, March 24.

Lane Murdock Max Cumming (left), Paul Kim and Lane Murdock are organizing a national anti-gun walkout on the anniversary of the 1999 Columbine shooting.

Murdock doesn’t know any of the Parkland students. But in the hours after the shooting, she created a petition, “National High School Walk-Out for Anti Gun Violence,” on the activist platform Change.org. Murdock’s petition calls on the U.S. Senate and President Donald Trump to enact legislation aimed at preventing gun violence. She also proposes a day of protest on Friday, April 20, the 19th anniversary of the shooting at Columbine High School in Colorado that shocked the nation but sparked little action on gun reform.

The idea is that students across the country will leave their classes at 10 a.m. local time, followed by 17 minutes of silence — one minute for each victim of the Parkland shooting. Then, students will share their views on guns with peers and adults in an open-mic session. Individual schools are encouraged to add to the day’s schedule as they wish.

As of Saturday, the petition had around 242,000 signatures with a goal of 300,000. An accompanying website offers more details on the planned walkouts and graphics for DIY T-shirts.

Murdock’s event is scheduled for nearly a month after the March for Our Lives, which is expected to feature several high-profile speakers. With help from gun reform groups Everytown for Gun Safety and Giffords Courage, the latter event consists of at least 375 planned “sibling” marches. Murdock’s protest will also come around five weeks after #ENOUGH: A National School Walkout, which is set for Wednesday, March 14, by the organizers behind the Women’s March. Similar to Murdock’s event, #ENOUGH is scheduled to begin at 10 a.m. and last for 17 minutes to protest legislative inaction on gun policy.

Galvanized by the Stoneman Douglas students ― some of whom are now familiar faces on television and social media ― kids across the country are stepping up and speaking out for gun law reform.

Yet with so many events vying for their support, can they keep up the momentum?

“That’s the question of the year for me,” Murdock said, adding that organizing is especially difficult now that “our attention spans have never been shorter.”

Still, she sees the preceding events as “a nice ramping-up” to her National High School Walkout that “will keep the movement in people’s minds because they’re nicely spread apart.”

Organizing a nationwide protest when you’re attending high school five days a week is no simple thing. When she’s not in class or doing homework, Murdock, a sophomore, is checking her email, posting to Twitter and speaking with reporters. A few days after launching her petition, she enlisted the help of two seniors at her school, Paul Kim, 17, and Max Cumming, 18. Together, they’ve partnered with Indivisible, a nonprofit resistance organization, to come up with a guide for student activists on what to do on the day of the walkout.

Given their inherently disruptive nature, walkouts have proven controversial in some school districts, and some administrators have announced they will suspend kids who participate. In response, a number of universities said that disciplinary measures doled out to anti-gun protesters won’t count against them in the admissions process. Hundreds of students across Florida and other states have already staged anti-gun walkouts in the wake of the Feb. 14 shooting.

Although Murdock refers to the National High School Walkout as “mine” as much as she calls it “ours,” she wants to be clear that she’s not pushing specific policy changes.

On Friday, April 20th we want students to attend school and then promptly WALK-OUT at 10:00 am. Sit outside your schools and peacefully protest. Make some noise. Voice your thoughts. ""We are students, we are victims, we are change."" — National School Walkout (@schoolwalkoutUS) February 17, 2018

“I think it’s important that this movement isn’t just about me or my ideologies. I mean, I have them, and I have them very strongly,” she said. (She doesn’t buy the National Rifle Association’s argument that the problem is not guns, it’s mental health, and she’s skeptical of Trump’s plan to incentivize armed teachers.) “But it’s also about giving a platform for kids of all sorts of backgrounds.”

Speaking for herself, Murdock said she’s “not one of those kids who’s been in New England and has never seen a gun before.” Her mother’s family hails from Texas, where Murdock was born. Several of her relatives own guns.

“I’ve definitely known people who are proud of their gun ownership and who see it as a part of their right as an American and American culture,” Murdock said.

She believes she understands the point of view of gun rights activists. Seeing so much gun violence concentrated in the U.S. has simply led her to disagree. Living just 30 minutes from Newtown, Connecticut ― the site of the 2012 Sandy Hook Elementary School massacre that took the lives of 26 small children and adults ― has also had an impact. Gun violence is something people talk about in her community, and Murdock encourages other kids her age to start a dialogue with friends and family on the issue.

Teens can also contact their representatives at all levels of government, she noted. Their voices matter, even if they’re a few years away from hitting the voting booths.

“It’s important for people to know that my movement ― as well as being about gun control and solidarity with the Parkland kids ― it’s also about youth empowerment,” she said.

Murdock said she would like to meet the Parkland students whose tragedy inspired her to take action. As she explained it, she wanted to give them space to attend funerals and mourn before making an effort to get in touch. She plans to travel to Washington for the March for Our Lives, where many of those students are also expected to appear."
huffpo3,huffpo,"['Willa Frej', 'Reporter']",2018-03-02 05:14:36-05:00,https://www.huffingtonpost.com/entry/ll-bean-gun-purchases-21_us_5a9912a2e4b0479c02513486,"Dick’s Sporting Goods and Walmart have also said they would stop selling guns to anyone under the age of 21. Dick’s also banned the sale of assault-style rifles and high-capacity magazines in its stores.

Other companies, including Delta, Hertz, Avis, Enterprise and MetLife, have expressed support for gun control by ending their partnerships with the National Rifle Association."
huffpo4,huffpo,"['Nick Visser', 'Reporter']",2018-03-01 22:05:51-05:00,https://www.huffingtonpost.com/entry/rei-guns-vista-outdoor_us_5a98b2a4e4b0479c0250e38b,"The outdoor retailer REI has suspended its relationship with a company that supplies some of its most popular brands, including CamelBak and Giro, because the conglomerate also manufactures guns and ammunition.

REI said on Thursday that it would place a hold on any future orders with Vista Outdoor, a conglomerate that recently acquired several popular adventure brands that have long been featured in REI locations. But Vista Outdoor also owns Savage Arms, a gun manufacturer and retailer that stocks several models of semi-automatic “modern sporting rifles.” Such manufacturers are facing backlash after the school shooting in Parkland, Florida, that left 17 people dead.

The Seattle-based REI said it had been in discussions with Vista Outdoor for the past week, and that the two companies’ relationship would be put on hold since REI learned that Vista Outdoor would not make a public statement “that outlines a clear plan of action” regarding common-sense gun control measures.

“REI does not sell guns. We believe that it is the job of companies that manufacture and sell guns and ammunition to work towards common sense solutions that prevent the type of violence that happened in Florida last month,” REI said in a statement. “We have decided to place a hold on future orders of products that Vista sells through REI while we assess how Vista proceeds. Companies are showing they can contribute if they are willing to lead. We encourage Vista to do just that.”

Numerous petitions have been calling for some of the nation’s biggest retailers, including REI, to end their relationships with gun manufacturers and firearm lobbying groups like the National Rifle Association. This week, Dick’s Sporting Goods and Walmart said they would no longer sell guns to anyone under the age of 21. Dick’s also said it would immediately end all sales of assault-style rifles and high-capacity magazines in its stores.

Companies including Delta, Hertz and MetLife have also terminated their relationships with the NRA in the weeks following the Parkland shooting.

CamelBak, one of the companies owned by Vista Outdoors, said efforts to boycott the brand were misplaced after another outdoor retailer, Canada’s Mountain Equipment Co-op, announced that it would suspend orders of the company’s products.

Dünzl\ullstein bild via Getty Images REI said it would suspend its relationship with Vista Outdoor, a conglomerate that owns several popular adventure brands but also a major gun manufacturer.

“Our brand falls within the Outdoor Products segment of our company, which operates separately from Vista Outdoor’s Shooting Sports segment,” CamelBak said in a statement. “Since 1989, CamelBak has been committed to forever changing the way people hydrate and perform. Our passion and love for the outdoors is unchanged. We are deeply committed to the individuals and communities we serve and we proudly partner with organizations to promote the enjoyment of the outdoors.“

REI has been no stranger to political statements in recent months. CEO Jerry Stritzke said he was “mad as hell” after the Trump administration decided to dramatically scale back two national monuments in Utah ― Bears Ears, which was cut by about 85 percent, and Grand Staircase-Escalante, which was reduced roughly by half."
huffpo5,huffpo,"['Jennifer Bendery', 'Senior Politics Reporter']",2018-03-01 18:29:34-05:00,https://www.huffingtonpost.com/entry/gun-retailers-assault-rifles_us_5a970180e4b0e6a523044b57,"First of all, you MUST get your firearm terms correct if you are going to publish anything on this subject. There is NO SUCH THING as Dick’s Sporting Goods selling “an assault rifle” because it does not exist. Rather it would be a termed a semi-auto rifle or semi-auto carbine. Also, there is no such thing as a “high capacity” magazine. Over 5? Over 10? Over 15? Over 20? Over 30? Over 90?

Kinds of firearms have nothing to do with these mass murders. Think about it: The SAME firearm that the school children call to save them is the SAME firearm that only some of the perps use.

Example: During a church murder spree earlier this year where members were caught unarmed, an NRA member with an AR-15 STOPPED the carnage by scoring three hits on the murderer and then chased him down in a truck until the perp bled out. So there is no such thing as a “bad gun” or an inappropriate firearm in the hands of a “good guy”. Why would you ban a firearm? There is a Second Amendment in effect. Two, there are 450 million firearms in this country – nearly one for every man, woman and child!

My customers want the SAME firearm that the “bad guys” have so they can over-power them. I use my AR-15 for hunting and personal defense. The AR-15 started out in the civilian market, NOT the military.

I am sure I will have MANY MORE semi-auto rifles and semi-auto carbines offered on my online auction site because now EVERYONE will want one. When liberals attempt to introduce legislation for “bans” (no such thing as there are MILLIONS and MILLIONS of semi-auto rifles and semi-auto carbines in this country and NO ONE is going to “give up” any) they stimulate the market like never before. We always say Bill “Monica” Clinton was the world’s greatest gun salesman ever with his “Assault Weapon Ban” (did not work whatsoever as production kept going with just a few cosmetic changes and it caused MILLIONS of Americans to arm up with them anyway – hence no one reinstated the “ban” – not even the most liberal of legislators), however Obuma was the world’s best salesman (2016 there were 27.5 million firearm checks through NICS and way over that figure in private sales). A new record!

So will I make changes? Yes. I will be accepting even more semi-automatic firearms for sale! The market will go out of sight. I figure if someone can go to war with firearms, then they can surely buy one when they get back at age 18!

America’s school teachers and staff MUST arm up. I am on the Cody School Board and we are currently putting through a policy that will arm our teachers and staff. We need the correct firearms to do this.

Good Americans will NEVER give up any kinds of firearms. Period. Rather they will more heavily arm up with mass murder sprees as reported by the media.

History clearly shows us this.

Best, Scott Weber, Gunrunner Auctions, Cody, Wyoming"
huffpo6,huffpo,"['Ed Mazza', 'Overnight Editor']",2017-10-09 04:35:54-04:00,https://www.huffingtonpost.com/entry/dutch-tv-nra-guns_us_59db1b36e4b0f6eed3514c55,"It’s the NRA ... but not the one you’re thinking of.

“Sunday with Lubach,” a Dutch news satire program hosted by comic Arjen Lubach, created a PSA for a problem facing the United States that they’re calling NRA, or Nonsensical Rifle Addiction.

In a mock charity appeal, the program called on Europeans to step up and help Americans dealing with NRA by providing funds for “water, blankets, facts, insights, statistics and truth bombs.”

Check it out above."
huffpo7,huffpo,"['Ariel Edwards-Levy', 'Reporter', 'Polling Editor']",2018-03-01 16:51:58-05:00,https://www.huffingtonpost.com/entry/the-last-two-weeks-have-convinced-americans-gun-reform-might-be-possible_us_5a9859e7e4b089ec35384ad3,"Polling in the aftermath of a mass shooting in the U.S. usually follows a well-worn pattern. The first surveys, conducted with the tragedy still flashing across TV screens, show a brief uptick in concern about gun violence, and maybe a spike in the national appetite for tighter firearm restrictions. Then, as soon as the story fades from the headlines, the increase is gone.

This time looks different.

A HuffPost/YouGov survey taken immediately after the Feb. 14 school shooting in Parkland, Florida, found the same familiar uptick. But in the days since, the numbers have continued to shift in favor of congressional action on guns. There’s also a rising belief that Congress could actually take such action.

The deaths of 17 students and staff members Marjory Stoneman Douglas High School ― and the surge of activism that’s followed, led by surviving classmates ― have, the polling suggests, moved the national debate in a way that last year’s shootings at a Las Vegas concert and a Texas church did not.

Americans now say by a nearly a two-to-one margin, 50 percent to 26 percent, that it’s politically possible to pass stricter gun laws ― a high in polling since 2015, and a remarkable swing from less than two weeks ago, when just 38 percent saw it as feasible.

HuffPost

The shift spans political lines and includes both those who favor such a change and those who don’t. The share of Hillary Clinton voters believing new laws can be passed rose by 13 percentage points, while the share of Donald Trump voters rose 17 points.

Active support for making gun laws stricter has increased more modestly in the HuffPost/YouGov poll: It currently stands at 58 percent, up from the 48-to-54-percent range it occupied from last year.

But other questions show more substantial movement in a willingness to accept new restrictions, and in a sense that they’re legislatively achievable.

Sixty percent of Americans now say that mass shootings are something that can be stopped, rather than a fact of life in the country ― up 18 points from as recently as last October. A 51 percent majority say Congress should take action to reduce mass shootings, up 10 points since last year.

And 65 percent, including a majority in both parties, now say that it’s possible to enact some kinds of new gun regulations while still maintaining Americans’ right to bear arms. Immediately after last year’s Las Vegas shootings, just 53 percent said so.

Much of the change on this question appears due to a shift of opinion on the right. A majority of Trump voters, 52 percent, now say gun laws could be tightened without violating the Second Amendment, up from 43 percent immediately after the Parkland shooting and just 33 percent after last year’s Las Vegas shooting. Among Republicans, the number is currently 61 percent, up from 42 percent last fall.

The change in opinion on guns should come with a sizable helping of caveats. Public support for gun control ― and especially for specific measures like background checks, which enjoy near-universal support ― has long outpaced the implementation of actual policy on the issue, in part because opponents of gun restrictions have been more likely to make their views heard to officials.

And though the 21 percent who count gun issues among their top priorities in the HuffPost/YouGov poll is notably higher than it was last year, the topic still ranks behind issues like health care and the economy. It’s also unclear whether the momentum behind this push for gun control will last the months until the midterm elections.

At this moment, however, the political landscape looks more promising for gun control advocates than it has in some time.

Use the widget below to further explore the results of the HuffPost/YouGov survey, using the menu at the top to select survey questions and the buttons at the bottom to filter the data by subgroups:

The HuffPost/YouGov poll is among a slew of recent surveys finding a substantial shift on gun control. A roundup of the latest from other outlets:

CNN: “Support for stricter gun laws has spiked to the highest level since 1993, and almost two-thirds say government and society can take action to prevent future mass shootings, according to a new CNN poll conducted by SSRS. The findings suggest the school shooting in Parkland, Florida, has shifted public opinion on gun laws in a way other recent mass shootings have not.”

Politico: “Support for stricter gun laws has spiked in polls conducted after the fatal South Florida school shooting, hitting its highest level in at least a quarter-century. Roughly 2 in 3 Americans now say gun control laws should be made more strict in the wake of the murder of 17 people at Marjory Stoneman Douglas High School, according to a number of polls, including a new POLITICO/Morning Consult poll that shows support for stricter gun laws among registered voters at 68 percent, compared with just 25 percent who oppose stricter gun laws.”

Quinnipiac: “American voters support stricter gun laws 66-31 percent, the highest level of support ever measured by the independent Quinnipiac University National Poll, with 50-44 percent support among gun owners and 62- 35 percent support from white voters with no college degree and 58-38 percent support among white men.”

YouGov: “A majority of the public consistently has supported many gun control proposals: just over half in last week’s Economist/YouGov Polls say they want stricter gun laws in general. But support has not grown beyond that ― until now. ... The movement towards supporting stricter gun laws has taken place across the political spectrum.”

Marist: “Following the tragic shooting at Marjory Stoneman Douglas High School in Parkland, Florida, 71% of Americans, including 58% of gun owners, agree the laws governing the sale of firearms need to be stricter. This is up from 64% in October 2017. ... Of note, 77% of Americans who say a candidate’s position on gun policy will have a major influence on their vote in this year’s midterm elections assert gun laws need to be strengthened.”

USA Today: “Americans overwhelmingly support tougher gun laws, a new USA TODAY/Suffolk University Poll finds, but they also overwhelmingly agree on this: Congress isn’t likely to act anytime soon.”

CBS: “Sixty-five percent of Americans now say laws covering the sale of guns should be stricter ― an eight-point increase from December. It is the highest number recorded in this poll for stricter gun sale laws. The rise has been primarily among Republicans and independents, with a large increase among Republicans from last December. Democrats remain in favor.”

The HuffPost/YouGov poll consisted of 1,000 completed interviews conducted Feb. 26-28 among U.S. adults, using a sample selected from YouGov’s opt-in online panel to match the demographics and other characteristics of the adult U.S. population.

HuffPost has teamed up with YouGov to conduct daily opinion polls. You can learn moreabout this project and take part in YouGov’s nationally representative opinion polling. More details on the polls’ methodology are available here."
huffpo8,huffpo,"['Lee Moran', 'Trends Editor']",2018-03-02 04:15:50-05:00,https://www.huffingtonpost.com/entry/trevor-noah-donald-trump-guns_us_5a990832e4b0a0ba4ad1ffa7,"Donald Trump may appear to be siding with Democrats on the gun control debate. But on Thursday’s broadcast of “The Daily Show,” host Trevor Noah said the president’s apparent flip should be taken with utmost caution.

“Before you get too excited for your new gun-grabber-in-chief, just remember what happened with DACA not too long ago,” said Noah.

Trump agreed with Democrats on immigration and then “two days later Africans were from shithole countries and the whole thing fell apart,” said Noah."
huffpo9,huffpo,"['Willa Frej', 'Reporter']",2018-03-01 08:13:34-05:00,https://www.huffingtonpost.com/entry/australia-gun-amnesty_us_5a97be2ce4b09c872bb14a10,"As mass shootings continue to plague the U.S., Australia has called upon its citizens to voluntarily hand in their firearms.

A gun amnesty program that ran last year from July to September compelled people to turn in 57,324 firearms and 2,432 parts and accessories, plus more than 80,000 rounds of ammunition, the country’s Department of Home Affairs announced Thursday.

The program enabled people to register their firearms, sell them to a licensed dealer or have them destroyed, according to the department. It also provided protection from prosecution for people who aren’t criminals but still had unregistered firearms from what Australia calls the “grey market.”

“It’s critical to get them off this grey market … so they don’t end up in the black market,” said Angus Taylor, the country’s federal law enforcement minister. “Taking these unregistered firearms off the streets means they will not fall into the hands of criminals, who might use them to endanger the lives of innocent Australians.”

Robert Cianflone via Getty Images Leading Senior Constable Steve Batten destroys a rifle at the Victoria Police Forensic Services Centre in Melbourne, Australia, as Police Minister Lisa Neville watches on Aug. 11, 2017.

Some grey market weapons have been found to have been passed onto the black market and used in several recent attacks in Australia, including a siege on a cafe in Sydney in 2014.

But the country hasn’t experienced a mass shooting since 1996, when a gunman wielding AR-15 and L1A1 rifles killed 35 people during the Port Arthur massacre in Tasmania. Then-Prime Minister John Howard implemented a series of gun control measures, which banned certain types of firearms and created a registry for gun owners. He also introduced the idea of a government buy-back program, in which gun owners handed in hundreds of thousands of firearms between October 1996 and September 1997.

Australia has been cited as a potential model for the U.S., where calls for gun reform typically go unheeded.

“I have no doubt that a debate will be raised again about United States gun laws,” foreign minister Julie Bishop told “Sunrise” morning show in the wake of the mass shooting in Las Vegas last fall. “Each state has different laws. What Australia can do is share our experience.”

Yet gun control advocates in Australia are concerned about the hundreds of thousands of firearms that remain in the hands of private citizens, as well as about insufficient enforcement of gun laws. A 2017 review of the National Firearms Agreement, the law put in place following the Port Arthur shooting, determined that most states had significantly loosened their gun laws since 1996."
