inforwars0,[],2018-03-01 06:43:33-06:00,https://www.infowars.com/take-the-guns-first-trump-breaks-with-republicans-over-gun-control-plan/,"Update : US Senator Ben Sasse (R-NE). a member of the Senate Judiciary Committee, issued the following statement regarding President Trump’s comments today on due process and the Second Amendment:

“Strong leaders don’t automatically agree with the last thing that was said to them. We have the Second and due process of low for a reason. We’re not ditching any Constitutional protections simply because the last person the President talked to today doesn’t like them.“

* * *

President Trump told a group of lawmakers that they must do something to keep guns away from mentally ill individuals – even if that means raising the minimum age for rifle ownership to 21, Bloomberg reports.

His remarks appeared to contradict a CNN report from earlier in the week, which quoted anonymous White House aides saying Trump would soon walk back his support for raising the age limit.

But on Wednesday, in what the New York Times characterized as a “shocking” break with his Republican Congressional allies, Trump told lawmakers during a televised meeting in the Cabinet Room that easing gun owners’ ability to carry concealed weapons across state lines, a provision of the House-passed gun bill and the NRA’s top legislative priority, should be part of a separate bill, a strategy favored by Democrats. The House bill combining background check provisions with the loosening of concealed carry rules has stalled in the Senate after passing the House. Instead, Trump said he supports the proposal from Sens. Joe Manchin, D-W.Va., and Pat Toomey, R-Pa., which he says is best positioned to pass. Sen. Amy Klobuchar agreed that the Manchin-Toomey bill is a “good place to start.”

“It would be so beautiful to have one bill that everyone could support,” Mr. Trump said as Senator Dianne Feinstein, Democrat of California, sat smiling to his left. “It’s time that a president stepped up.”

Per the Times, Trump repeatedly suggested that the dynamics surrounding the gun control debate had shifted, in part, because of his presence in the Oval Office – a remark that earned him cheers from Democrats.

WATCH: President Trump: ""I like taking the guns early … Take the guns first, go through due process second."" pic.twitter.com/aydEZdAGq0 — NBC News (@NBCNews) February 28, 2018

Trump predicted his plan would pass with broad support, suggesting that he plans to win over a sizable chunk of the Democratic caucus.

Trump told his audience that raising the ownership age is “something you have to think about,” Trump said. He added that “people don’t bring it up” because the NRA opposes the policy. Trump had initially claimed that he would convince the NRA to go along with it.

As the Hill pointed out, he also said he supports confiscating guns from mentally ill individuals, a position vociferously opposed by Republicans.

“I like taking the guns early like in this crazy man’s case that just took place in Florida … to go to court would have taken a long time,” Trump said at a meeting with lawmakers on school safety and gun violence. “Take the guns first, go through due process second,” Trump said.

He also said mentally ill people shouldn’t have guns.

“A lot of people are saying ‘oh you shouldn’t be saying that’,” Trump said. “But I don’t want mentally ill people having guns.”

To be sure, states don’t need to enact the exact same restrictions, Trump said. But “what does have to be the same is the background checks and all of the data.”

Per Reuters, Trump urged lawmakers to pass a comprehensive gun control bill as the national conversation surrounding gun control – a conversation that was triggered by a shooting at Marjory Douglas Tillman High School in Parkland Fla. The shooting left 14 students and 3 faculty dead, and more than a dozen injured.

Rebutting accusations that he is beholden to the NRA, Trump added that gun lovers have less power over him than lawmakers.

Earlier today, Dick’s Sporting Goods said it is “going to take a stand” and announced it would permanently ban sales of the AR-15 – the rifle used by Parkland shooter Nikolas Cruz and several other mass shooters – from its stores.

The meeting with lawmakers was his fourth “free-flowing gun policy discussion” since the Valentine’s Day massacre in Florida, according to Reuters.

“We’re going to come up with some ideas,” Trump said. “Hopefully we can put those ideas in a very bipartisan bill. It would be so beautiful to have one bill that everybody can support, as opposed to – you know – 15 bills, everybody’s got their own bill.”

Seven senators and representatives were invited to Wednesday’s session. The group included Democrats and Republicans who, according to Reuters, have diverse views on gun control.

Republican Senators John Cornyn of Texas and Pat Toomey of Pennsylvania, who have proposed legislation to fix holes in the background check system for gun buyers, and their Democratic co-sponsors.

Trump also said he back Cornyn’s bill while urging senators to add more items to the bill to make it more comprehensive."
inforwars1,['Paul Joseph Watson'],2018-02-26 06:28:36-06:00,https://www.infowars.com/google-searches-for-buy-a-gun-hit-all-time-high/,"Google searches for “buy a gun” have hit an all time high as interest in purchasing firearms dramatically increases in the aftermath of the Parkland shooting.

Expecting new restrictions on guns and ammunition, anecdotal evidence suggests the AR-15 semi-automatic weapon is becoming popular once again following a lull in interest after Trump’s election.

Google searches for “AR-15” are at their highest since just after the Sandy Hook massacre over five years ago.

However, the more generic term “buy a gun” just hit its highest level ever, with incomplete data suggesting it could be an even more popular query than it was just after Sandy Hook.

With the NRA facing a boycott campaign that has caused numerous major companies to sever connections, searches for “join NRA” are also spiking to levels not seen since December 2012.

The Google data correlates with interest in this weekend’s Florida State Fairgrounds gun show, which organizers say was attended by more people than ever before.

“Some of the people attending are afraid that future legislation will impact their gun ownership rights,” said Florida Gun Show manager George Fernandez, amidst fears that the so-called “gun show loophole,” which allows people to buy guns without a background check, will be closed.

Stoneman Douglas high school shooter Nikolas Cruz passed a background check before legally purchasing a semiautomatic AR-15 style rifle.

Gun sales typically spike after every mass shooting, but the data suggests that Americans are exercising their Second Amendment rights more vehemently than ever before in response to a media-driven campaign that is using Parkland survivors as cheerleaders for gun control.

SUBSCRIBE on YouTube:

Follow on Twitter: Follow @PrisonPlanet

Facebook: https://www.facebook.com/paul.j.watson.71

*********************

Paul Joseph Watson is the editor at large of Infowars.com and Prison Planet.com."
inforwars2,['Adan Salazar'],2018-02-22 14:31:56-06:00,https://www.infowars.com/why-isnt-media-interviewing-pro-gun-florida-students/,"In the wake of the Parkland school shooting, the establishment corporate media has promoted an anti-gun push through a handful of drama students.

Unsurprisingly left out of the debate are pro-Trump or pro-Second Amendment voices, like Jalen Martin’s, a senior at Marjory Stoneman Douglas High School whose opinion runs contrary to those of his fellow students.

#ParklandStudentsSpeak ….. unless they have an opinion that doesn't correlate with the agenda in which case you'll never see them on television. — Paul Joseph Watson (@PrisonPlanet) February 21, 2018

In a Wednesday interview with Infowars, Martin discussed his experience encountering media who did not want to listen to his pro-gun views.

“I was at the vigil. I was taking pictures. This photographer came up to me, he’s like, ‘Oh, who you taking pictures for? You’re just doing that for pleasure?’ I was like, ‘We’re not doing it for pleasure, but I’m taking pictures. I’m going to send them to Infowars.’ He was like ‘Oh,’ and then he walked away immediately, like he knew that, ‘OK, these guys’ views aren’t the same.’”

Jalen remarked that “As soon as someone appears on Infowars or has an opposing view to the one viewpoint that they’re gonna express tonight [at the CNN townhall], which is gun control,” they are immediately shut out of the debate.

“I’m especially going to the CNN townhall. So hopefully if they don’t pre-screen questions like Donna Brazile and Hillary Clinton, then maybe i’ll get to ask some real questions, not something prepared on a note card.”

Not only has the media refused to interview Martin, his credibility was attacked by a Snopes managing editor after he appeared last week on the Alex Jones Show following the shooting. The editor claimed Martin could not possibly be a student at the school.

MSNBC’s Lyin’ Brian Williams also attempted to bait Marjory Stoneman Douglas senior Brandon Minoff into giving an anti-gun comment last week, but the student blamed mental health issues for the shooting instead.

“Gun-wise I don’t think there’s any way to prevent it,” Minoff told Williams. “You outlaw guns it just creates a higher demand for it.”

“I think it has to do with mental health, though,” he added. “If he’s been expelled three different times from three different schools, I think he needs to be helped out.”

RELATED: WHY’S THE MEDIA FOCUSING ON GUN CONTROL ACTIVISTS OUT OF 2900 STUDENTS?

A 17-year-old Junior ROTC member, Colton Haab, was also given very little airtime after claiming his coach could have prevented further bloodshed if only he’d been armed.

“I believe that if we did bring firearms on campus to teachers that are willing to carry their firearm on school campus if they got their correct training for it, I think that would be a big beneficial factor into school safety,” Haab said, adding, “just because, I mean if Coach Feis had had his firearm in school that day I believe that he could have most likely stopped the threat.”

Haab later ended up giving the fake news media a run for their money Wednesday after claiming he was given scripted questions by CNN to ask during a Town Hall debate hosted by the network.

“CNN had originally asked me to write a speech and questions, and it ended up being all scripted,” Haab told Local 10 News Wednesday night.

Local10.com reports: “Haab wrote questions about school safety and suggested using veterans as security guards, but he claims CNN wanted him to ask scripted questions instead.”

CNN was forced to issue a statement refuting Haab’s claims.

CNN response to the claim of a ""scripted question"" for last night's town hall: pic.twitter.com/Mz1hMqqfkw — CNN Communications (@CNNPR) February 22, 2018

While an objective media should be offering different perspectives and letting their audiences form their own opinions, the MSM’s selective promotion of a few students with certain viewpoints exposes their bias and subversive anti-Second Amendment agenda.

As journalist Matt Drudge commented Sunday, the media’s manipulation of people “has reached absurd levels.”

Listen to Jalen Martin’s remarks from last week on the Alex Jones Show below:



Follow @AdanSalazarWins

Facebook: https://www.facebook.com/adan.salazar.735"
inforwars3,"['Steve Watson', 'Infowars.Com -']",2018-02-21 08:33:16-06:00,https://www.infowars.com/how-far-will-trump-go-on-gun-control/,"President Trump is determined to push for stricter gun control legislation in the wake of the Florida shooting, according to reports that have concerned gun owners and conservatives.

Axios reports that Trump has “told associates that he doesn’t think high school kids should be able to buy guns, and is open to the idea of imposing a minimum purchase age of 21 for guns like those used in the Florida high school massacre.”

While the report states that the talk is “relatively loose and open-ended so far,” and that no firm decisions have been made, the President tweeted out the following call for politicians on both sides of the aisle to back stronger background checks for gun owners:

Whether we are Republican or Democrat, we must now focus on strengthening Background Checks! — Donald J. Trump (@realDonaldTrump) February 21, 2018

The White House also released a memo Tuesday that indicates Trump has directed the Justice Department to draw up legislation to ban firearm modifiers including the “bump stock” used in the Las Vegas massacre.

Trump wrote in the memo, “Although the Obama administration repeatedly concluded that particular bump stock type devices were lawful to purchase and possess, I sought further clarification of the law restricting fully automatic machineguns.”

Fox News reports that a DOJ official has confirmed that the department is acting “quickly” on the president’s order.

“The department understands this is a priority for the president and has acted quickly to move through the rulemaking process,” spokesman Sarah Isgur Flores said. “We look forward to the results of that process as soon as it is duly completed.”

The Washington Post has also reported that Trump has “signaled an openness to modest gun-control measures following what he called an ‘evil massacre’” in Florida.

“In private, he has indicated that he might do more,” the report states, “telling advisers and friends in recent days that he is determined to push for some sort of gun-control legislation.”

Some reports have suggested that Trump may look to impose a ban on the sale of firearms in private."
inforwars4,[],2018-03-03 03:32:51-06:00,https://www.infowars.com/overwhelming-majority-of-studies-find-that-gun-control-policies-dont-work/,"An analysis of thousands of gun control studies claims that just 63 of those studies found connections between more stringent gun control laws violent crime and suicide reductions.

The non-profit RAND corporation spent two years and $1 million on the analysis, searching for evidence of benefit from gun control policies. RAND’s analysis looked to establish connections between gun policies and rates of homicide, suicide, self-defense gun use, hunting, and other categories. The vast majority of those categories went unaffected by legislation, however, according to NPR.

“Most of the effects that we were looking for evidence on, we didn’t find any evidence,” Andrew Morral, who lead the analysis.

RAND’s analysis found some evidence that laws aimed at keeping firearms out of the hands of small children had some effect on rates of suicide and accidental gun injuries. Morral also surveyed 95 gun policy experts on both sides of the debate, asking them to rank the ideal outcomes of any given gun control legislation. The outcomes included lowering homicides, suicides, and mass shootings as well as protecting privacy, and enabling hunting and sport shooting. The vast majority of the expert responded that cutting suicides and homicides should be the top priorities.

Read more"
inforwars5,['Infowars.Com -'],2018-02-17 10:27:22-06:00,https://www.infowars.com/gun-control-debate-left-vs-right-which-side-are-you-on/,"Left Hook, Right Jab. Liberals and patriots react to the gun control debate after the Florida shooting."
inforwars6,[],2018-02-23 06:21:40-06:00,https://www.infowars.com/students-in-louisiana-thought-math-symbol-looked-like-a-gun-police-were-called/,"A discussion among students at Oberlin High School in Oberlin, La., about a mathematical symbol led to a police investigation and a search of one of the student’s homes, according to the Allen Parish Sheriff’s Office.

On the afternoon of Feb. 20, detectives investigated a report of terroristic threats at the school, where they learned that a student had been completing a math problem that required drawing the square-root sign.

Students in the group began commenting that the symbol, which represents a number that when multiplied by itself equals another number, looked like a gun.

Read more"
inforwars7,['Paul Joseph Watson'],2018-02-27 11:00:46-06:00,https://www.infowars.com/parkland-gun-control-activist-david-hogg-lashes-out-at-infowars/,"Parkland school shooting survivor and activist David Hogg, who is being used by CNN as part of a lobbying effort to shut down the Alex Jones Channel on YouTube, lashed out at Infowars today during a Twitter tirade.

“Hey Alex Jones you seem to be really confused as to what I do/who I am I’d love to come on and clear some of this up because clearly as a shit journalist you can’t clearly,” Hogg tweeted earlier.

Hey Alex Jones you seem to be really confused as to what I do/who I am I'd love to come on and clear some of this up because clearly as a shit journalist you can't clearly. — David Hogg (@davidhogg111) February 27, 2018

“Wait ?? didn’t you get sued for pedaling lies about the survivors and victims of another school shooting? Clearly someone didn’t learn from their mistakes,” he added.

https://twitter.com/davidhogg111/status/968505911089287173

This is a completely false statement. Alex Jones or Infowars have never been sued for “pedaling lies” about a school shooting.

David, you are welcome to come on the show,” responded Alex Jones. “Are you aware that CNN is using you as part of a lobbying campaign to shut down Infowars? You are now a public figure & activist. You are not immune to criticism. We know your views on the 2nd amendment. Do you support the 1st?”

David, you are welcome to come on the show. Are you aware that CNN is using you as part of a lobbying campaign to shut down Infowars? You are now a public figure & activist. You are not immune to criticism. We know your views on the 2nd amendment. Do you support the 1st? https://t.co/uHeDxX7Ir8 — Alex Jones (@RealAlexJones) February 27, 2018

As a survivor of the shooting, the media has pounced on Hogg and used him as a mouthpiece to push for gun control, demonizing anyone who questions Hogg as being insensitive to the victims of the tragedy.

However, Hogg is now a public figure and an activist. He is not immune from criticism. Nor should criticism of him be used as an excuse to curtail the First Amendment, as is happening with CNN lobbying YouTube to ban Infowars.

Infowars has invited Hogg on the Alex Jones Show to clear the air and we hope to see this happen as soon as possible.

SUBSCRIBE on YouTube:

Follow on Twitter: Follow @PrisonPlanet

Facebook: https://www.facebook.com/paul.j.watson.71

*********************

Paul Joseph Watson is the editor at large of Infowars.com and Prison Planet.com."
inforwars8,['Infowars.Com -'],2018-02-21 14:18:36-06:00,https://www.infowars.com/david-hogg-holds-anti-gun-interview-4-hours-before-shooting/,"Anti-gun activist and Marjory Stoneman Douglas high school student David Hogg interviewed classmates about gun control during what was believed to be the actual shooting.

However, unedited video shows Hogg saying he’s recording the interview at 9:32 on February 14th, 2018, almost 4 hours before the shooting took place.

Is it possible he was recording at 9:32 P.M.?"
inforwars9,['Dan Lyman'],2018-02-20 10:32:11-06:00,https://www.infowars.com/student-anti-gun-activist-featured-in-cbs-la-news-story-six-months-ago/,"Multiple videos featuring David Hogg, a survivor of the mass shooting in Parkland, Fla., have surfaced amidst his rise to prominence as an anti-gun activist that have raised questions, including a television news report in California last year.



CBS Los Angeles featured Hogg as the eyewitness and videographer of a testy encounter between Hogg, a veteran Redondo Beach, Calif., lifeguard and a surfer, who was reportedly Hogg’s friend, in August of 2017.

Hogg claimed the lifeguard accosted his surfer friend over the issue of resting a sandy bodyboard on a beach trash can.

﻿

Interestingly, Hogg has reconnected with CBS for an appearance on CBS This Morning as the mainstream media unabashedly features high school students as figureheads for a new anti-gun push.

A CBS employee posted a photo of Hogg with fellow teen activists and CBS reporter Gisela Perez, which was later taken down after Kristinn Taylor of The Gateway Pundit reported on the photo shoot and how strange it seemed that all parties looked so cheerful and enthusiastic in the wake of such a tragedy.



“These photos were taken over the weekend on the set of an interview taped for broadcast Monday morning,” Taylor wrote. “This means the students were only three or four days out from surviving a massacre in their school. In just a few days they have become celebrated heroes of the anti-Trump resistance and are acting and being feted like rock stars.”

Additionally, another video has surfaced that appears to show Hogg being walked through rehearsed lines in an interview after the shooting.

This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don’t want anyone else to see it. You know what to do. pic.twitter.com/CaUMX4s72y — Lucian B. Wintrich (@lucianwintrich) February 21, 2018

Some have wondered if Hogg and fellow activist Emma Gonzalez were being coached through this strange interview on CNN in which both teens demanded the abolition of the National Rifle Association:

﻿

Hogg and company will be holding a town hall this week, which will be broadcast by CNN and moderated by Jake Tapper.

Hogg has become an overnight celebrity, appearing on international media outlets and television shows, vehemently calling for strict gun control, regularly slamming President Trump, and defending the FBI – of which his father is a retired agent, which many have found to be a peculiar coincidence as the FBI has come under fire for not preventing the Parkland massacre despite being warned about suspected killer Nikolas Cruz repeatedly beforehand.

“The retired FBI dad is very significant,” asserts former Navy SEAL and commentator, Matt Bracken. “The FBI has been hiring SJW’s for years. It’s not just the 7th Floor of FBI HQ. It’s endemic.”

Dan Lyman: Facebook | Twitter"
