wsj0,"['Natalie Andrews', 'Louise Radnofsky', 'Kristina Peterson', 'Natalie.Andrews Wsj.Com', 'Google', 'Louise.Radnofsky Wsj.Com', 'Kristina.Peterson Wsj.Com']",,https://www.wsj.com/articles/trump-calls-meeting-with-nra-great-1519997303,"At a meeting with lawmakers on Wednesday, President Trump urged Congress to take action on gun policy and school safety. Photo: Getty

WASHINGTON—The White House signaled Friday that President Donald Trump is backing away from a broad overhaul of U.S. gun policy and focusing on more modest changes, after his Thursday night meeting with the National Rifle Association.

At a televised meeting earlier in the week with lawmakers, Mr. Trump had endorsed a Senate proposal to significantly expand background checks on gun sales and said he wanted to see sales of some firearms restricted to people who were 21 or older. He also suggested some guns be taken away from..."
wsj1,"['Sarah Krouse', 'Sarah.Krouse Wsj.Com']",,https://www.wsj.com/articles/blackrock-goes-public-with-questions-to-gun-industry-1520010196,"In the wake of the school shooting in Parkland, Fla., that left 17 people dead, student survivors have started a movement for greater gun control. Two students from Marjory Stoneman Douglas High School explain how social media, crowdfunding and political activism have helped spread their message. Photo: Getty Images

BlackRock Inc. went public with the questions that it is asking gun makers and sellers in the wake of the school shooting in Parkland, Fla., an unusual step by the world’s largest money manager by assets.

The notice, posted to BlackRock’s website Friday, is the latest sign that some money managers are ramping up pressure on companies that make and sell weapons. The questions range from litigation risks and gun safety to background checks and staff training.

..."
wsj2,"['Sarah Nassauer', 'Sarah.Nassauer Wsj.Com']",,https://www.wsj.com/articles/gun-makers-strategy-backfires-as-retailers-protest-some-of-its-brands-1520016445,"Vista Outdoor Inc., an ammunition and gun manufacturer, spent more than $1 billion in recent years to scoop up consumers brands like Camelbak water bottles and Giro bike helmets to diversify its business.

But that strategy has backfired after the Parkland, Fla., school shooting prompted some retailers to say this week that they will stop ordering the company’s outdoors and consumer products because Vista also manufactures AR-15-style semiautomatic rifles.

..."
wsj3,[],,http://www.wsj.com/video/how-student-survivors-are-fueling-a-gun-control-movement/D75B7C44-3434-4598-8920-83385ED92743.html,"2:57

Myanmar's Rohingya Refugees Face Protests in Bangladesh

Some Bangladeshis want the 700,000 people who fled Myanmar and are stranded in refugee camps in their country to leave. For now, the refugees have nowhere else to go. Video/Photo: Karan Deep Singh/The Wall Street Journal"
wsj4,"['Heather Haddon', 'Google', 'Heather.Haddon Wsj.Com']",,https://www.wsj.com/articles/kroger-to-stop-selling-guns-to-buyers-under-21-1519911901,"Kroger Co. KR 0.16% said it would stop selling guns to buyers under 21 years old through its Fred Meyer locations, the third major retailer to tighten its policies while lawmakers continue to debate how to respond to the latest school shooting in America.

The U.S.’s largest supermarket chain said Thursday it would raise the minimum age to purchase arms and ammunition in all of its Fred Meyer stores in response to the Parkland, Fla., high-school tragedy. Kroger currently sells firearms at 43 Fred Meyer locations in Alaska, Idaho, Oregon and Washington.

Kroger stopped selling assault-style semiautomatic rifles in Oregon, Washington and Idaho at Fred Meyer stores several years ago and decided Wednesday to no longer sell those style of guns or special orders for them in Alaska, a spokeswoman said.

A Fred Meyer in Roseburg, Ore. In addition to the increased age limit, Kroger is reducing space devoted to firearms in its Fred Meyer stores. Photo: Michael Sullivan/Associated Press

Kroger’s Fred Meyer chain, which the company acquired through a merger in 1999, sells general merchandise, including home items, electronics and sporting goods. Kroger sold roughly $7 million worth of firearms and ammunition out of $115 billion in total sales in its 2016 fiscal year, the company said.

“Recent events demonstrate the need for additional action on the part of responsible gun retailers,” said Jessica Adelman, a spokeswoman for the Cincinnati-based chain. “In response to the tragic events in Parkland and elsewhere, we’ve taken a hard look at our policies and procedures for firearm sales.”

Meijer Inc., also said Thursday it would raise the minimum age to purchase ammunition in stores to 21 years old. The 235-location, general-merchandise chain based in Grand Rapids, Mich., doesn’t sell firearms, said a spokesman for the company.

Bi-Mart, a regional sporting goods chain with 77 stores, said Thursday it also would raise the minimum age to purchase a firearm or ammunition to 21. The Eugene, Ore., company sells rifles and shotguns, but doesn’t sell assault-style weapons or high-capacity magazines.

“We agree with many policy makers and our peers that increasing the age limit to 21, in order to purchase a firearm, is a step in the right direction,” the company said. “We will continue to carry our current selection of items for the hunter and sport shooter.”

The retailers’ moves follow announcements by two of the largest U.S. firearms retailers. Walmart Inc. and Dick’s Sporting Goods Inc. on Wednesday raised the purchase age for guns to 21. Dick’s also said it would stop selling high-capacity magazines at all its stores and halt sales of assault-style rifles at its 35 Field and Stream stores. Walmart halted sales of assault-style rifles in 2015.

It is unclear how many gun buyers are under 21, because the federal government doesn’t track sales and the Federal Bureau of Investigation doesn’t disclose the age of applicants for background checks. The FBI conducted 25.2 million background checks for firearms last year, down from a record 27.5 million in 2016.

Under current law, licensed gun dealers can sell a handgun to someone 21 years old and sell a rifle to someone who is 18. President Donald Trump and Florida Gov. Rick Scott have expressed support for raising the age limit for rifle sales, but the National Rifle Association has rejected any such move. An NRA spokesman didn’t respond to a request for comment.

The alleged 19-year-old Parkland shooter left 17 people dead and has prompted a growing list of U.S. companies to re-evaluate their gun-selling policies and preferential treatment to NRA members. Many companies have taken a stand on gun control in response to a social-media movement spurring the action, but the moves can come with reputational risks.

In the wake of the school shooting in Parkland, Fla., that left 17 people dead, student survivors have started a movement for greater gun control. Two students from Marjory Stoneman Douglas High School explain how social media, crowdfunding and political activism have helped spread their message. Photo: Getty Images

The Domini Impact Investments LLC mutual fund in 2016 asked Kroger to stop selling semiautomatic weapons in its stores. Kroger challenged the resolution, and federal regulators sided with the company because such investor requests generally can’t govern what a company sells.

In addition to the increased age limit, Kroger is reducing space devoted to firearms in its Fred Meyer stores in response to “softer demand and changing customer preferences,” Ms. Adelman said. Fred Meyer stores currently sell shotguns, .22-caliber rifles, bolt-action hunting rifles and handguns.

—Doug Cameron and Sarah Nassauer contributed to this article.

Write to Heather Haddon at heather.haddon@wsj.com"
wsj5,"['Jason L. Riley', 'Jason.Riley Wsj.Com']",,https://www.wsj.com/articles/gun-control-misses-the-point-1519776419,"Making schools safer and keeping guns away from people who shouldn’t have them are not mutually exclusive goals, even if our national discussions following tragedies like the one at Marjory Stoneman Douglas High School in Parkland, Fla., have tended to focus on gun control.

Civilians in America possess somewhere north of 300 million firearms, almost twice as many per capita as 50 years ago, and gun sales have continued to increase in recent years. Some amount of gun mayhem is probably inevitable in our society, and schools..."
wsj6,"['Vanessa Fuhrmans', 'Rachel Feintzeig', 'Vanessa.Fuhrmans Wsj.Com', 'Google', 'Rachel.Feintzeig Wsj.Com']",,https://www.wsj.com/articles/ceos-choose-sides-on-gun-control-and-risk-alienating-the-other-side-1519840498,"In the wake of the school shooting in Parkland, Fla., that left 17 people dead, student survivors have started a movement for greater gun control. Two students from Marjory Stoneman Douglas High School explain how social media, crowdfunding and political activism have helped spread their message. Photo: Getty Images

It’s the newest question facing CEOs: Should they thrust their businesses into polarizing political debates?

In the two weeks since a gunman killed 17 people at a Parkland, Fla., high school, many companies have taken a stand on gun control, prompted partly by a movement with the online rallying cry #NRABoycott.

But when companies take sides..."
wsj7,"['Jon Kamp', 'Shibani Mahtani', 'Jon.Kamp Wsj.Com', 'Shibani.Mahtani Wsj.Com']",,https://www.wsj.com/articles/states-consider-laws-allowing-courts-to-take-guns-from-dangerous-people-1519986600,"Lawmakers in at least 24 states from Hawaii to Maryland are pushing bills that would allow courts to temporarily take guns from people deemed dangerous, a gun-control concept gaining ground as a politically feasible response to last month’s shooting in Florida.

The idea—known as red-flag laws—has gained momentum after the mass shooting at a Parkland, Fla., high school that left 17 people dead. A handful of states, such as California and Connecticut, already have such laws, but the concept is catching on, including in Florida,..."
wsj8,"['Louise Radnofsky', 'Kristina Peterson', 'Natalie Andrews', 'Google', 'Louise.Radnofsky Wsj.Com', 'Kristina.Peterson Wsj.Com', 'Natalie.Andrews Wsj.Com']",,https://www.wsj.com/articles/trump-urges-congress-to-take-action-on-guns-1519850989,"At a meeting with lawmakers on Wednesday, President Trump urged Congress to take action on gun policy and school safety. Photo: Getty

WASHINGTON—President Donald Trump backed a Senate proposal to expand background checks on gun sales Wednesday, as part of a call for a sweeping overhaul of U.S. gun policy in the wake of the Florida school shooting.

In a meeting with lawmakers at the White House, Mr. Trump also dashed conservative hopes that he would support a move now for gun owners who legally carry concealed firearms in one state to carry them in the other 49 states, a long-sought goal of the National Rifle Association. And he bucked Republican orthodoxy..."
wsj9,"['Jenny Strasburg', 'Miriam Gottfried', 'Vanessa Fuhrmans', 'Google', 'Jenny.Strasburg Wsj.Com', 'Miriam.Gottfried Wsj.Com', 'Vanessa.Fuhrmans Wsj.Com']",,https://www.wsj.com/articles/firms-reassess-involvement-in-gun-industry-in-wake-of-florida-shooting-1519606834,"High-school students march in Pittsburgh on Feb. 21 during a walk-out in solidarity with other high schools across the country to show support for Parkland, Fla, students.

High-school students march in Pittsburgh on Feb. 21 during a walk-out in solidarity with other high schools across the country to show support for Parkland, Fla, students. Photo: STEPHANIE STRASBURG/ASSOCIATED PRESS

Investing giant Blackstone Group BX -0.21% LP asked outside fund managers over the weekend to detail their ownership in companies that make or sell guns, according to people familiar with the matter.

The urgent request—Blackstone gave the managers about a day to answer—reflects the snowballing pressure on companies to cut ties with the firearms industry in the wake of this month’s school shooting in Parkland, Fla.

American corporations have generally stayed away from politically-sensitive debates, although that has been changing as some high-profile CEOs waded into immigration and gay rights discussions. But many companies have been galvanized in recent days into assessing their exposure to gun-related issues, as calls for action grow on social media. Companies including insurer MetLife and Delta Air Lines Inc. have scaled back ties with the National Rifle Association.

Eric Dezenhall, a Washington-based crisis consultant who has advised firms on boycotts and public-safety issues, said that among companies he has recently spoken to, “there is a feeling that there is a sea change, a generational change that has to be addressed” regarding gun control.

Even so, companies need to differentiate between the “media and cultural noise at the moment” and the extent to which it translates into consumer support for businesses taking action, he said.

The online backlash to companies severing ties with the NRA was swift from gun supporters and others who don’t like companies getting involved in public policy debates.

Thomas Moore, an NRA member and retired electrical engineer in Buffalo, Wyo., said he has sent letters to rental car-companies Enterprise Holdings, Hertz Global Holdings as well as Delta Air Lines to register his disgust with their decisions to end discount programs offered to NRA members. Though he says he’s been a loyal customer to those companies, he now will consider their competitors instead.

“They’re making a hasty reaction to try to smooth some of the anger that people have about what went on in Florida,” he said.

Financial firms, especially those who lend to or invest in gun makers, are contending with the issue. Bank of America Corp. said it was “joining other companies in our industry to examine what we can do to help end the tragedy of mass shootings” and would “engage the limited number of clients we have that manufacture assault weapons for nonmilitary use to understand what they can contribute to this shared responsibility.”

A spokesman for BlackRock Inc., the world’s largest asset manager and one of the biggest managers of index-tracking funds, said the firm would be talking with weapons-related companies “to understand their response to recent events.” He added that the money manager has no choice but to invest in the companies in the indexes its vehicles track.

Both the BlackRock statement and the Blackstone email refer to gun makers but also gun sellers, a vastly larger swath of American business. Walmart Inc. sells guns in some stores. The retailer phased out the sale of assault-style rifles in 2015, said a Walmart spokesman.

Thousands of supporters joined Parkland High School students as they rallied to demand that lawmakers enact gun control laws. Many American corporations are rethinking their relationships with gun makers and gun sellers in the wake of the Florida school shooting. Photo: James Borchuck/Zuma Press

Blackstone’s weekend email asked for information about “any ownership or lending” of or to “gun manufacturers or gun sellers,” according to people familiar with the request. One of the people said the request went by email to managers at about a dozen hedge funds in which Blackstone has a stake.

Blackstone has taken steps over the years to eliminate its exposure to guns across its various lines of business.

“We believe we have next to no direct exposure to the firearms industry, but it’s not surprising that we would want to confirm,” a spokeswoman for the firm said in an emailed statement.

Related Video Since 1998, there have been more than a dozen shootings at kindergarten, elementary, middle and high schools that resulted in multiple deaths. These are some of the victims.

In recent years, private-equity firms have increased their scrutiny of public and private companies they invest in or might invest in, and whether these companies have exposure to the gun business and other areas that bring controversy, and they have sometimes have steered clear of placing investments, industry members say.

Lately, firms that invest in hedge funds and other vehicles that buy and sell public shares have been increasing their own examination of ties to these industries, says Brett Barth, who helps run BBR Partners LLC, a New York firm that invests in hedge funds and private-equity funds for wealthy clients.

BBR says it has been increasing its focus on the “ESG policies,” or those related to environmental, social and governance issues, of its investments. That category includes exposure to companies making or selling guns, he says.

Wayne LaPierre, head of the National Rifle Association, spoke earlier this month at the Conservative Political Action Conference in Maryland. He called for tighter school security but said Second Amendment rights must be protected. Photo: Alex Wong/Getty Images

BlackRock Chief Laurence Fink wrote a letter earlier this year to CEOs of the companies in which the firm invests, in which he pushed top leaders to outline their long-term plans and how their companies contribute to society.

Mr. Fink told executives that in addition to laying out how they will achieve and sustain good financial results, they “must also understand the societal impact of your business as well as the ways that broad, structural trends—from slow wage growth to rising automation to climate change—affect your potential for growth.”

Cerberus Capital Management LP, a private-equity firm that has invested in gun manufacturers, came under pressure for holding those stakes after the Sandy Hook Elementary School shooting in Newtown, Conn. when 20 students and six staff members were killed. In that case, the shooter used a Bushmaster rifle, manufactured by Remington Outdoor Co., one of Cerberus’s portfolio companies.

Cerberus in 2015 allowed its investors to sell their stakes in the gun maker. About half of them sold, a person familiar with the matter said. Remington said Feb. 12 that it would file for bankruptcy, citing concerns about increased gun regulation and a wrongful-death lawsuit brought by nine family members of Sandy Hook victims, which alleges that the gun maker is liable for producing and selling a weapon unfit for civilian use.

Gun makers and sellers appear likely to face increased pressure from both large shareholders and advocacy groups during this year’s proxy season.

The Interfaith Center on Corporate Responsibility, a New York-based shareholder advocacy group, whose members include faith-based organizations, institutional investors and other money managers, said last week that it had filed gun-safety resolutions at two companies that make guns.

Shareholders in American Outdoor Brands Corp. and Sturm, Ruger & Co. last week filed resolutions asking the companies to detail their efforts to understand the “reputational and financial risks they face from gun violence in the U.S.” and to make their products safer, ICCR said Friday.

—Gregory Zuckerman, Sarah Krouse and Sharon Terlep contributed to this article.

Write to Jenny Strasburg at jenny.strasburg@wsj.com, Miriam Gottfried at Miriam.Gottfried@wsj.com and Vanessa Fuhrmans at vanessa.fuhrmans@wsj.com"
